Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;BARBARA ANTOLIÆ VUPORA;RADIMIR ÈAÈIÆ;MARIO LEŠINA;KRUNOSLAV LUKAÈIÆ;DENIS MLADENOVIÆ;DARKO NOVOSELEC;ANÐELKO STRIÈAK
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;002;BIRAÈKO MJESTO BROJ 2. U LJUBEŠÆICI;OSNOVNA ŠKOLA LJUBEŠÆICA;ZAGREBAÈKA 22;650;326;326;309;17;41;38;17;11;5;11;186
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;003;KAPELA KALNIÈKA;DRUŠTVENI DOM;KAPELA KALNIÈKA 20 A;208;119;119;115;4;8;34;1;1;1;0;70
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;004;RAKOVEC;DRUŠTVENA KUÆICA;RAKOVEC;106;65;65;64;1;7;8;1;3;2;1;42
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;005;LJUBELJ;DRUŠTVENA KUÆICA;LJUBELJ;78;42;42;42;0;6;6;0;1;0;0;29
05;VARAŽDINSKA ŽUPANIJA;opæina;LJUBEŠÆICA;006;LJUBELJ KALNIÈKI;DRUŠTVENI DOM;LJUBELJ KALNIÈKI 24 C;86;62;62;58;4;4;11;0;2;1;0;40
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;001;MALI BUKOVEC - 1;DRUŠTVENI DOM;ULICA MIHOVILA PAVLEKA MIŠKINE 19;353;191;191;181;10;14;121;9;6;5;0;26
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;002;MALI BUKOVEC - 2;ZGRADA OPÆINE- 1.KAT;ULICA MIHOVILA PAVLEKA MIŠKINE 14;237;120;120;112;8;6;64;8;7;4;7;16
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;003;ŽUPANEC;DRUŠTVENI DOM;ŽUPANEC 56A;144;58;58;56;2;6;31;0;2;3;3;11
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;004;NOVO SELO PODRAVSKO;DRUŠTVENI DOM;NOVO SELO PODRAVSKO 1A;156;82;82;81;1;8;50;4;2;2;0;15
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;005;SVETI PETAR;DRUŠTVENI DOM;HARAMBAŠINA ULICA 1;497;228;228;213;15;9;122;4;4;6;3;65
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;006;MARTINIÆ;DRUŠTVENI DOM;MARTINIÆ 7;121;64;64;61;3;2;25;1;6;1;2;24
05;VARAŽDINSKA ŽUPANIJA;opæina;MALI BUKOVEC;007;LUNJKOVEC;DRUŠTVENI DOM;LUNJKOVEC 4;162;99;99;88;11;10;35;3;5;12;6;17
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;001;RIVALNO;DRUŠTVENI DOM;RIVALNO 12;70;31;31;29;2;0;16;0;3;0;0;10
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;002;SLANJE;VATROGASNI DOM;SLANJE,ULICA BRAÆE RADIÆ 79;413;162;162;159;3;14;96;5;4;1;4;35
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;003;KRIŽOVLJAN;DRUŠTVENI DOM;KRIŽOVLJAN 20;217;117;117;109;8;7;39;5;3;6;1;48
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;004;MARTIJANEC;DRUŠTVENI DOM;MARTIJANEC,VARAŽDINSKA 88;324;160;160;153;7;24;71;3;1;3;9;42
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;005;SUDOVÈINA;DRUŠTVENI DOM;SUDOVÈINA,PLITVIÈKA 2;282;158;158;154;4;14;93;3;3;7;5;29
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;006;VRBANOVEC;DRUŠTVENI DOM;VRBANOVEC,ULICA BRIGADE BRAÆE RADIÆ 75;523;269;269;263;6;25;153;4;3;5;10;63
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;007;HRASTOVLJAN;DRUŠTVENI DOM;HRASTOVLJAN 84;321;128;128;123;5;11;49;5;6;4;8;40
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;008;ÈIÈKOVINA;DRUŠTVENI DOM;ÈIÈKOVINA 2;152;80;80;74;6;2;42;1;4;2;7;16
05;VARAŽDINSKA ŽUPANIJA;opæina;MARTIJANEC;009;MADARAŠEVEC;DRUŠTVENI DOM;MADARAŠEVEC 14 A;150;68;68;68;0;3;40;1;1;0;2;21
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;001;DONJE LADANJE;DRUŠTVENI DOM;DONJE LADANJE;906;441;441;418;23;61;131;19;90;11;15;91
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;002;ÈALINEC;DOM KULTURE;ÈALINEC;314;137;136;128;8;35;45;4;9;0;6;29
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;003;CERJE NEBOJSE;DRUŠTVENI DOM;CERJE NEBOJSE;357;193;193;179;14;49;53;8;15;7;9;38
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;004;MARUŠEVEC - 1;DRUŠTVENI DOM;MARUŠEVEC;373;188;188;174;14;27;66;16;32;3;7;23
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;005;ÈALINEC;"OSNOVNA ŠKOLA ""GUSTAV KRKLEC""";ÈALINEC;485;247;247;237;10;46;103;12;15;9;8;44
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;006;MARUŠEVEC - 2;ZDRAVSTVENA AMBULANTA;MARUŠEVEC;275;130;130;126;4;15;52;8;16;2;2;31
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;007;GREDA;DRUŠTVENI DOM;GREDA;428;189;189;180;9;35;79;4;24;6;7;25
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;008;JURKETINEC;DRUŠTVENI DOM;JURKETINEC;351;201;201;197;4;40;57;12;19;6;4;59
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;009;BIKOVEC;DRUŠTVENI DOM;BIKOVEC;186;94;94;90;4;13;42;1;14;5;2;13
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;010;NOVAKI;DRUŠTVENI DOM;NOVAKI;440;210;209;199;10;21;78;10;36;0;8;46
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;011;DRUŠKOVEC - 1;DRUŠTVENI DOM;DRUŠKOVEC;297;113;113;112;1;17;32;4;23;2;7;27
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;012;DRUŠKOVEC - 2;PODRUÈNA ŠKOLA;DRUŠKOVEC;185;68;68;66;2;22;15;3;7;3;3;13
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;013;BRODAROVEC;KUÆA ŽELJKA IVANÈEVIÆA;BRODAROVEC 14;167;60;60;59;1;4;20;5;7;1;2;20
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;014;KORENJAK;KUÆA SUZANE PIŽETA;KORENJAK 34;66;44;44;44;0;8;18;1;3;1;4;9
05;VARAŽDINSKA ŽUPANIJA;opæina;MARUŠEVEC;015;SELNIK;KUÆA ANDRIJE KORPARA;SELNIK 127;318;130;130;126;4;30;47;5;5;5;1;33
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;001;PETRIJANEC;PROSTORIJE DRUŠTVENOG DOMA;TRG SV. PETRA 8;484;300;300;284;16;90;54;3;22;5;6;104
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;002;PETRIJANEC;PROSTORIJE MATIÈNOG UREDA;VLADIMIRA NAZORA 106;691;426;426;411;15;109;115;12;51;8;12;104
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;003;NOVA VES PETRIJANEÈKA;PROSTORIJE DRUŠTVENOG DOMA;LJUDEVITA GAJA 1;735;443;442;432;10;130;149;8;34;8;17;86
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;004;MAJERJE;PROSTORIJE DRUŠTVENOG DOMA;STJEPANA RADIÆA 113;591;371;371;356;15;129;87;6;46;4;23;61
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;005;DRUŽBINEC;PROSTORIJE DRUŠTVENOG DOMA;DRAVSKA 8;414;268;268;261;7;95;52;7;23;5;12;67
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;006;ZELENDVOR;PROSTORIJA TVRTKE ZELENDVOR D.D.;GROFOVA BOMBELLES BB;103;74;74;70;4;22;23;0;5;0;1;19
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;007;STRMEC PODRAVSKI;PROSTORIJE DRUŠTVENOG DOMA;BRAÆE RADIÆA 92;538;353;353;344;9;110;75;2;33;6;11;107
05;VARAŽDINSKA ŽUPANIJA;opæina;PETRIJANEC;008;DONJE VRATNO - DIO;PRIVATNA KUÆA IVANA ORŠOŠA;DONJE VRATNO - DIO 58;270;161;161;161;0;9;1;0;1;0;1;149
05;VARAŽDINSKA ŽUPANIJA;opæina;SRAÈINEC;001;SRAÈINEC;PROSTORIJE OSNOVNE ŠKOLE SRAÈINEC (PRIZEMLJE);VARAŽDINSKA 98;984;520;520;504;16;30;24;219;177;32;22;0
05;VARAŽDINSKA ŽUPANIJA;opæina;SRAÈINEC;002;SRAÈINEC;PROSTORIJE UDRUGE UMIROVLJENIKA;TRG SV. MIHAELA 1;1126;599;599;578;21;50;171;20;254;15;11;57
05;VARAŽDINSKA ŽUPANIJA;opæina;SRAÈINEC;003;SRAÈINEC;PROSTORIJE DOMA KULTURE SRAÈINEC (VELIKA DVORANA U PRIZEMLJU);VARAŽDINSKA 273;1224;765;765;752;13;54;200;15;378;11;20;74
05;VARAŽDINSKA ŽUPANIJA;opæina;SRAÈINEC;004;SVIBOVEC PODRAVSKI;PROSTORIJE TURISTIÈKO KULTURNO INFORMATIVNOG CENTRA (TKIC-A);DRAVSKA 71 C;787;411;411;405;6;14;104;6;242;9;7;23
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;001;HRŽENICA - 1;DRUŠTVENI DOM;ULICA BRAÆE RADIÆ 54;277;133;133;125;8;9;53;6;27;4;1;25
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;002;HRŽENICA - 2;PROSTORIJE NK RADNIÈKI;LUDBREŠKA 30;411;170;170;170;0;14;80;6;31;8;4;27
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;003;KOMARNICA LUDBREŠKA;DRUŠTVENI DOM;KOMARNICA LUDBREŠKA 61A;129;84;84;79;5;21;25;1;15;3;4;10
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;004;SVETI ÐURÐ;DRUŠTVENI DOM;ULICA BRAÆE RADIÆ 32;513;243;243;234;9;25;84;11;52;10;8;44
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;005;LUKA LUDBREŠKA;DRUŠTVENI DOM;LUKA LUDBREŠKA 74;185;77;77;75;2;13;35;2;13;4;3;5
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;006;KARLOVEC LUDBREŠKI;DRUŠTVENI DOM;LUG 1;416;184;184;174;10;15;80;3;39;1;8;28
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;007;PRILES;DRUŠTVENI DOM;PRILES 45B;187;132;132;128;4;9;65;5;35;1;1;12
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;008;OBRANKOVEC;DRUŠTVENI DOM;OBRANKOVEC 1B;108;53;53;49;4;7;19;1;4;5;2;11
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;009;SESVETE LUDBREŠKE;PROSTORIJE MJESNOG ODBORA;VINOGRADSKA ULICA 17;381;170;170;155;15;28;75;5;18;8;3;18
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ÐURÐ;010;STRUGA;DRUŠTVENI DOM;STRUGA 114;365;168;168;159;9;35;59;4;40;3;5;13
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;001;BELETINEC;PROSTORIJE DRUŠTVENOG DOMA U BELETINCU - VELIKA SALA LIJEVO;STJEPANA RADIÆA 19;797;485;485;467;18;51;95;10;10;11;6;284
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;002;DOLJAN;PROSTORIJE DRUŠTVENOG DOMA U DOLJANU;ŽELJEZNIÈKI NASIP 1;339;262;262;251;11;28;150;9;10;3;6;45
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;003;KRIŽANEC;KONTEJNER U KRIŽANCU;LJUDEVITA GAJA BB;259;135;135;130;5;12;48;6;8;5;9;42
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;004;BELETINEC;PROSTORIJE DRUŠTVENOG DOMA U BELETINCU - VELIKA SALA DESNO;STJEPANA RADIÆA 19;202;133;133;131;2;23;26;3;3;3;2;71
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;005;SEKETIN;PROSTORIJE DRUŠTVENOG DOMA;VLADIMIRA NAZORA 68;323;173;173;164;9;20;40;4;18;7;7;68
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;006;SVETI ILIJA;CENTAR UMIROVLJENIKA, VINOGRADARA I GOSPODARSTVENIKA;VILIMA CECELJA 3;490;288;288;280;8;34;111;11;8;9;6;101
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;007;TOMAŠEVEC BIŠKUPEÈKI;KONTEJNER U TOMAŠEVCU BIŠKUPEÈKOM;AUGUSTA ŠENOE BB;296;162;162;153;9;38;53;7;8;5;3;39
05;VARAŽDINSKA ŽUPANIJA;opæina;SVETI ILIJA;008;ŽIGROVEC;KONTEJNER U ŽIGROVCU;VLADIMIRA NAZORA BB;191;145;145;138;7;10;32;8;10;6;8;64
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;001;TRNOVEC;PROSTORIJE OSNOVNE ŠKOLE TRNOVEC;BARTOLOVEÈKA ULICA 55;906;375;375;349;26;75;111;25;29;22;9;78
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;002;TRNOVEC;PROSTORIJE ŠKOLSKE SPORTSKE DVORANE;TRNOVEC, BARTOLOVEÈKA ULICA 55;884;357;357;350;7;79;107;19;40;13;9;83
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;003;TRNOVEC;PROSTORIJE VATROGASNOG DOMA, BIRALIŠTE 1;ŠIROKE LEDINE 6;862;416;416;398;18;57;170;27;24;16;16;88
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;004;TRNOVEC;PROSTORIJE VATROGASNOG DOMA, BIRALIŠTE 2;ŠIROKE LEDINE 6;952;421;420;398;22;73;117;16;47;20;15;110
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;005;BARTOLOVEC;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA ULICA 75;646;296;296;279;17;63;103;13;18;12;3;67
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;006;ŠTEFANEC;PROSTORIJE DRUŠTVENOG DOMA;LUDBREŠKA ULICA 59;319;159;159;155;4;38;52;11;4;8;3;39
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;007;ŽABNIK;PROSTORIJE DRUŠTVENOG DOMA ŽABNIK;SPORTSKA ULICA 6;133;93;93;89;4;30;30;5;4;1;1;18
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;008;ŠEMOVEC;PROSTORIJE DRUŠTVENOG DOMA;KOPRIVNIÈKA ULICA 80 A;722;415;415;401;14;71;156;18;49;8;11;88
05;VARAŽDINSKA ŽUPANIJA;opæina;TRNOVEC BARTOLOVEÈKI;009;ZAMLAKA;PROSTORIJE DRUŠTVENOG DOMA;AGRARNA ULICA 5;342;167;167;160;7;31;48;4;10;10;5;52
05;VARAŽDINSKA ŽUPANIJA;opæina;VELIKI BUKOVEC;001;VELIKI BUKOVEC;DRUŠTVENI DOM;DRAVSKA ULICA 44A;556;235;235;219;16;20;102;8;11;10;10;58
05;VARAŽDINSKA ŽUPANIJA;opæina;VELIKI BUKOVEC;002;KAPELA PODRAVSKA;DRUŠTVENI DOM;KAPELA PODRAVSKA 114A;358;184;184;178;6;21;72;6;3;9;4;63
05;VARAŽDINSKA ŽUPANIJA;opæina;VELIKI BUKOVEC;003;DUBOVICA;DRUŠTVENI DOM;DUBOVICA 46;238;151;151;144;7;7;88;13;1;3;1;31
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;001;VIDOVEC;PROSTORIJE OSNOVNE ŠKOLE U VIDOVCU, SPORTSKA DVORANA;ŠKOLSKA ULICA 4;918;514;514;493;21;45;152;22;50;6;15;203
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;002;VIDOVEC;PROSTORIJE OPÆINE VIDOVEC;TRG SVETOG VIDA 9;899;438;438;415;23;56;116;25;48;19;11;140
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;003;DOMITROVEC;PROSTORIJE ETNO KUÆE U DOMITROVCU;GLAVNA ULICA 32;419;200;200;188;12;15;70;3;38;3;5;54
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;004;TUŽNO;PROSTORIJE OSNOVNE ŠKOLE TUŽNO;VARAŽDINSKA ULICA 16;786;421;421;405;16;47;100;16;42;18;6;176
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;005;NEDELJANEC;PROSTORIJE DRUŠTVENOG DOMA;VARAŽDINSKA ULICA 168;710;373;373;363;10;55;116;24;34;15;8;111
05;VARAŽDINSKA ŽUPANIJA;opæina;VIDOVEC;006;NEDELJANEC;PROSTORIJE PODRUÈNE ŠKOLE NEDELJANEC;VARAŽDINSKA ULICA 108;633;358;358;350;8;67;91;29;39;17;7;100
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;001;VINICA;PROSTORIJE VATROGASNOG DOMA;OPEÈKA 2;876;461;461;445;16;58;113;8;73;8;10;175
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;002;GORNJE LADANJE;PROSTORIJE PODRUÈNE ŠKOLE;ŠKOLSKA BB;768;379;379;372;7;48;114;7;54;12;10;127
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;003;MARÈAN;PROSTORIJE DRUŠTVENOG DOMA;VINIÈKA 5;478;279;279;267;12;22;65;9;79;6;9;77
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;004;GORUŠEVNJAK;PROSTORIJE DRUŠTVENOG DOMA;GORUŠEVNJAK BB;95;69;69;67;2;11;12;4;16;1;3;20
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;005;PEŠÆENICA VINIÈKA;PROSTORIJE DRUŠTVENOG DOMA;PEŠÈENICA VINIÈKA BB;111;67;67;65;2;11;18;0;16;1;3;16
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;006;DONJE VRATNO;PROSTORIJE VATROGASNOG DOMA;LJUDEVITA GAJA BB;227;144;144;138;6;14;37;2;25;4;3;53
05;VARAŽDINSKA ŽUPANIJA;opæina;VINICA;007;VINICA BREG;"PROSTORIJE BIVŠE ŠKOLE ""PATAÈIÆ""";VINICA BREG BB;214;111;111;106;5;20;31;3;22;4;2;24
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;001;KRAÈEVEC;PRIVATNI OBJEKT U VL. MARTINE VIDAK;KRAÈEVEC BB;86;62;62;61;1;1;9;0;0;0;4;47
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;002;ÐURINOVEC;VATROGASNI DOM;ÐURINOVEC 46;114;70;70;67;3;0;3;0;0;1;0;63
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;003;VINIÈNO;POSLOVNE PROSTORIJE TRGOVAÈKOG DRUŠTVA OMEGA D.O.O.;VINIÈNO 4A;210;110;110;106;4;5;8;0;1;2;1;89
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;004;PRESEÈNO VISOÈKO;VATROGASNI DOM;PRESEÈNO VISOÈKO 19 A;136;84;84;81;3;2;11;0;1;0;0;67
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;005;VRH VISOÈKI;OBITELJSKA KUÆA IVANA STRIÈAKA;VRH VISOÈKI 23;82;47;47;45;2;1;2;0;1;0;3;38
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;006;VISOKO;DRUŠTVENI DOM - SALA ZA SASTANKE;VISOKO 20;408;236;236;235;1;14;20;1;1;1;5;193
05;VARAŽDINSKA ŽUPANIJA;opæina;VISOKO;007;ÈANJEVO;VATROGASNI DOM;ÈANJEVO 26/C;141;93;93;93;0;3;2;2;1;0;2;83
