Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;BORIS MILETIÆ;DANIJEL FERIÆ
18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;001;BUJE-BUIE;"OSNOVNA ŠKOLA ""MATE BALOTA"" BUJE-SCUOLA ELEMENTARE ""MATE BALOTA"" BUIE";ŠKOLSKI BRIJEG BB;842;119;119;117;2;77;40
18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;002;BUJE-BUIE;"OSNOVNA ŠKOLA ""MATE BALOTA"" BUJE-SCUOLA ELEMENTARE ""MATE BALOTA"" BUIE";ŠKOLSKI BRIJEG BB;1377;198;198;193;5;129;64
18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;003;KAŠTEL-CASTELVENERE;OSNOVNA ŠKOLA KAŠTEL-SCUOLA ELEMENTARE CASTELVENERE;KAŠTEL BB;1020;124;124;124;0;96;28
18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;004;KRASICA-CRASSIZA;DRUŠTVENI DOM-CENTRO SOCIALE;KRASICA BB;227;65;65;64;1;49;15
18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;005;KRŠETE-CARSETTE;OSNOVNA ŠKOLA KRŠETE-SCUOLA ELEMENTARE CARSETTE;KRŠETE BB;298;34;34;34;0;25;9
18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;006;MARUŠIÆI-MARUSSICI;DRUŠTVENI DOM MARUŠIÆI-CENTRO SOCIALE MARUSSICI;MARUŠIÆI BB;134;39;39;39;0;30;9
18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;007;MOMJAN-MOMIANO;OSNOVNA ŠKOLA MOMJAN-SCUOLA ELEMENTARE MOMIANO;MOMJAN BB;395;60;60;59;1;47;12
18;ISTARSKA ŽUPANIJA;grad;BUJE - BUIE;008;TRIBAN-TRIBANO;DRUŠTVENI DOM-CENTRO SOCIALE;TRIBAN BB;189;52;52;51;1;35;16
18;ISTARSKA ŽUPANIJA;grad;BUZET;001;BUZET - ISTOK;NARODNI DOM;II ISTARSKE BRIGADE 2, BUZET;1025;594;594;568;26;173;395
18;ISTARSKA ŽUPANIJA;grad;BUZET;002;BUZET - ZAPAD;NARODNI DOM;2. ISTARSKE BRIGADE 2, BUZET;558;326;326;317;9;104;213
18;ISTARSKA ŽUPANIJA;grad;BUZET;003;BUZET - STARI GRAD;ZAVIÈAJNI MUZEJ;ULICA RAŠPORSKIH KAPETANA 2, BUZET;320;157;157;153;4;59;94
18;ISTARSKA ŽUPANIJA;grad;BUZET;004;KRUŠVARI;DRUŠTVENI DOM KRUŠVARI;KRUŠVARI 1, KRUŠVARI;233;112;112;109;3;46;63
18;ISTARSKA ŽUPANIJA;grad;BUZET;005;HUM;"DRUŠTVENI DOM ""POLAÈA""";HUM;125;71;71;69;2;29;40
18;ISTARSKA ŽUPANIJA;grad;BUZET;006;ROÈ;DRUŠTVENI DOM ROÈ;ROÈ;398;186;186;177;9;79;98
18;ISTARSKA ŽUPANIJA;grad;BUZET;007;ROÈKO POLJE;ZGRADA ŠKOLE ROÈKO POLJE;ROÈKO POLJE;144;85;85;83;2;41;42
18;ISTARSKA ŽUPANIJA;grad;BUZET;008;SOVINJAK;DRUŠTVENI DOM SOVINJAK;SOVINJAK 11, SOVINJAK;159;81;81;78;3;38;40
18;ISTARSKA ŽUPANIJA;grad;BUZET;009;SOVIŠÆINA;PRIVATNA KUÆA U VLASNIŠTVU ÐULIJANA KRTA;PUHI 54, PUHI;94;43;43;40;3;22;18
18;ISTARSKA ŽUPANIJA;grad;BUZET;010;SVETI IVAN;PROSTOR BARAKE DRUŠTVENOG DOMA;SVETI IVAN 22, BUZET;303;193;193;181;12;69;112
18;ISTARSKA ŽUPANIJA;grad;BUZET;011;SVETI MARTIN;DRUŠTVENI DOM;SVETI MARTIN 51, BUZET;420;240;240;239;1;93;146
18;ISTARSKA ŽUPANIJA;grad;BUZET;012;SVI SVETI;DRUŠTVENI DOM PRODANI;PRODANI;304;174;174;168;6;85;83
18;ISTARSKA ŽUPANIJA;grad;BUZET;013;ŠTRPED;DRUŠTVENI DOM SVETI DUH;ŠTRPED;315;201;201;193;8;75;118
18;ISTARSKA ŽUPANIJA;grad;BUZET;014;ŠKULJARI;DRUŠTVENI DOM ŠKULJARI;ŠKULJARI;125;72;72;69;3;17;52
18;ISTARSKA ŽUPANIJA;grad;BUZET;015;VELI MLUN;DRUŠTVENI DOM;VELI MLUN 28, VELI MLUN;109;65;65;61;4;28;33
18;ISTARSKA ŽUPANIJA;grad;BUZET;016;VRH;DRUŠTVENI DOM VRH;VRH;442;237;237;229;8;99;130
18;ISTARSKA ŽUPANIJA;grad;LABIN;001;RABAC;"DJEÈJI VRTIÆ ""PJERINA VERBANAC""";JADRANSKA BB, RABAC;524;134;134;132;2;95;37
18;ISTARSKA ŽUPANIJA;grad;LABIN;002;RABAC;"DJEÈJI VRTIÆ ""PJERINA VERBANAC""";JADRANSKA  BB RABAC;773;204;204;202;2;108;94
18;ISTARSKA ŽUPANIJA;grad;LABIN;003;RIPENDA;"LOVAÈKI DOM ""KAMENJARKA""";RIPENDA;215;47;47;47;0;36;11
18;ISTARSKA ŽUPANIJA;grad;LABIN;004;KAPELICA;DRUŠTVENE PROSTORIJE;KAPELICA BR. 57, LABIN;869;179;179;178;1;116;62
18;ISTARSKA ŽUPANIJA;grad;LABIN;005;ROGOÈANA;"PROSTORIJE UDRUGE ZA MLADE ""ALFA ALBONA""/BIVŠI KLUB UMIROVLJENIKA/";KALIÆ 2, LABIN;185;36;36;35;1;28;7
18;ISTARSKA ŽUPANIJA;grad;LABIN;006;LABIN - STARI GRAD;PROSTORIJE ZAJEDNICE TALIJANA LABIN;J. RAKOVCA 4, LABIN;1118;231;231;226;5;151;75
18;ISTARSKA ŽUPANIJA;grad;LABIN;007;LABIN;"ŠKOLA ""LIÈE FARAGUNA"" 1";LABIN;477;92;92;90;2;62;28
18;ISTARSKA ŽUPANIJA;grad;LABIN;008;LABIN;"ŠKOLA ""LIÈE FARAGUNA"" 2";LABIN;416;84;84;82;2;56;26
18;ISTARSKA ŽUPANIJA;grad;LABIN;009;LABIN;"OSNOVNA ŠKOLA ""IVO LOLA RIBAR""";TRG LABINSKIH RUDARA BB, LABIN;651;114;114;113;1;65;48
18;ISTARSKA ŽUPANIJA;grad;LABIN;010;LABIN;PROSTORIJE MJESNOG ODBORA;TRG LABINSKIH RUDARA BB, LABIN;880;145;145;143;2;84;59
18;ISTARSKA ŽUPANIJA;grad;LABIN;011;LABIN - KATURE;"DJEÈJI VRTIÆ ""PJERINA VERBANAC"" 1";LABIN;486;99;99;99;0;61;38
18;ISTARSKA ŽUPANIJA;grad;LABIN;012;LABIN - KATURE;"DJEÈJI VRTIÆ ""PJERINA VERBANAC"" 2";LABIN;950;201;201;197;4;111;86
18;ISTARSKA ŽUPANIJA;grad;LABIN;013;LABIN - KATURE;PROSTORIJE KLUBA UMIROVLJENIKA;ISTARSKA 13, LABIN;697;190;190;189;1;120;69
18;ISTARSKA ŽUPANIJA;grad;LABIN;014;LABIN - VINEŽ;DOM KULTURE VINEŽ LABIN;LABIN;1112;241;241;235;6;162;73
18;ISTARSKA ŽUPANIJA;grad;LABIN;015;LABIN - STARCI;PROSTORIJE HEP-A;LABIN,PULSKA 1;554;157;157;154;3;103;51
18;ISTARSKA ŽUPANIJA;grad;LABIN;016;LABIN - VINEŽ;"PODRUÈNA OŠ ""IVO LOLA RIBAR""";VINEŽ;177;43;43;43;0;31;12
18;ISTARSKA ŽUPANIJA;grad;NOVIGRAD - CITTANOVA;001;NOVIGRAD-CITTANOVA;"OSNOVNA ŠKOLA ""RIVARELA""";EMONIJSKA 4, NOVIGRAD;1920;218;218;215;3;147;68
18;ISTARSKA ŽUPANIJA;grad;NOVIGRAD - CITTANOVA;002;NOVIGRAD-CITTANOVA;"OSNOVNA ŠKOLA ""RIVARELA""";EMONIJSKA 4, NOVIGRAD;1475;273;273;268;5;175;93
18;ISTARSKA ŽUPANIJA;grad;NOVIGRAD - CITTANOVA;003;DAJLA-DAILA;"ZGRADA NOGOMETNOG KLUBA ""DAJLA""";DAJLA BB, DAJLA;577;75;75;74;1;45;29
18;ISTARSKA ŽUPANIJA;grad;PAZIN;001;BERAM;ZGRADA STARE ŠKOLE;BERAM;386;151;151;146;5;71;75
18;ISTARSKA ŽUPANIJA;grad;PAZIN;002;GRDOSELO;ZGRADA STARE ŠKOLE;GRDOSELO;113;68;68;65;3;41;24
18;ISTARSKA ŽUPANIJA;grad;PAZIN;003;HEKI;ZGRADA STARE ŠKOLE;HEKI;553;226;226;209;17;90;119
18;ISTARSKA ŽUPANIJA;grad;PAZIN;004;KAŠÆERGA;ZGRADA MJESNOG ODBORA;KAŠÆERGA;192;93;93;84;9;53;31
18;ISTARSKA ŽUPANIJA;grad;PAZIN;005;KRŠIKLA;ZGRADA DRUŠTVENIH PROSTORIJA;KRŠIKLA;92;44;44;42;2;31;11
18;ISTARSKA ŽUPANIJA;grad;PAZIN;006;LINDAR;ZGRADA STARE ŠKOLE;LINDAR;413;227;227;214;13;112;102
18;ISTARSKA ŽUPANIJA;grad;PAZIN;007;PAZIN - BURAJ;PROSTORIJE ŠAHOVSKOG KLUBA U STAMBENO POSLOVNOJ ZGRADI;STARI TRG 6;757;351;351;322;29;127;195
18;ISTARSKA ŽUPANIJA;grad;PAZIN;008;PAZIN - CENTAR;AUTO - KLUB;DRUŽBA ÆIRILA I METODA 3, PAZIN;779;386;386;361;25;169;192
18;ISTARSKA ŽUPANIJA;grad;PAZIN;009;PAZIN - DRŠÆEVKA;SPOMEN DOM;ŠETALIŠTE PAZINSKE GIMN. 3A, PAZIN;822;483;483;458;25;214;244
18;ISTARSKA ŽUPANIJA;grad;PAZIN;010;PAZIN-DUBRAVICA;"PROSTORIJE ""DRUŠTVO NAŠA DJECA PAZIN""";154. BRIGADE HRVATSKE VOJSKE 4, PAZIN;484;239;239;225;14;107;118
18;ISTARSKA ŽUPANIJA;grad;PAZIN;011;STARI PAZIN NOVO NASELJE;STARI PAZIN;JOSIPA VOLTIÆA BB, PAZIN;856;443;443;408;35;192;216
18;ISTARSKA ŽUPANIJA;grad;PAZIN;012;STARI PAZIN - ROGOVIÆI;AUTOKUÆA ETRADEX;STANCIJA PATAJ 45B;532;276;276;267;9;135;132
18;ISTARSKA ŽUPANIJA;grad;PAZIN;013;TRVIŽ;DRUŠTVENI DOM;KATUN TRVIŠKI;654;252;252;240;12;101;139
18;ISTARSKA ŽUPANIJA;grad;PAZIN;014;ZABREŽANI;ZGRADA STARE ŠKOLE;ZABREŽANI;294;138;138;127;11;61;66
18;ISTARSKA ŽUPANIJA;grad;PAZIN;015;ZAMASK;DRUŠTVENI DOM;ZAMASK;85;33;33;32;1;21;11
18;ISTARSKA ŽUPANIJA;grad;PAZIN;016;ZAREÈJE;DRUŠTVENI DOM;ZAREÈJE;257;140;140;133;7;61;72
18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;001;BADERNA - MOMPADERNO;ZGRADA ŠKOLE;BADERNA;556;124;124;123;1;79;44
18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;002;ŽBANDAJ;DRUŠTVENI DOM-PODUZETNIÈKI INKUBATOR U ŽBANDAJU;ŽBANDAJ 34A,ŽBANDAJ;1364;186;186;184;2;134;50
18;ISTARSKA ŽUPANIJA;grad;POREÈ - PARENZO;003;FUŠKULIN-FOSCOLINO;NOVI DRUŠTVENI DOM U FUŠKULINU;FUŠKULIN;645;137;137;134;3;109;25
