Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;HRVATSKA SELJAÈKA STRANKA - HSS;HRVATSKI SUVERENISTI, HRVATSKA KONZERVATIVNA STRANKA - HKS, HRAST - POKRET ZA USPJEŠNU HRVATSKU, NEOVISNI ZA HRVATSKU - NHR;KANDIDACIJSKA LISTA GRUPE BIRAÈA -  MARKO JELIÆ;MOST, DOMOVINSKI POKRET - DP, LOZA NEZAVISNA LISTA - LOZA;NARODNA STRANKA - REFORMISTI - REFORMISTI, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS;NEZAVISNA LISTA STIPE PETRINA - NLSP;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;PROMINA;005;BIRAÈKO MJESTO 5;PRODAVAONICA DRAŽENA GREGUREVIÆA U MATASIMA;MATASE;35;14;14;14;0;2;2;0;5;0;0;1;0;4
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ROGOZNICA;001;BIRAÈKO MJESTO 1;DOM MATICE HRVATSKE U ROGOZNICI;ROGOZNICA;307;166;166;160;6;51;1;8;8;6;1;62;0;23
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ROGOZNICA;002;BIRAÈKO MJESTO 2;"PROSTORIJE OSNOVNE ŠKOLE ""ROGOZNICA""";ULICA ANTE STARÈEVIÆA 76;1168;611;611;588;23;241;8;15;39;41;9;173;0;62
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ROGOZNICA;003;BIRAÈKO MJESTO 3;PROSTORIJE U PRIZEMLJU OBITELJSKE KUÆE VLASNIKA STJEPANA HUTINSKOG U PODGLAVICI;STUPIN 3;379;212;212;205;7;90;2;5;14;20;2;50;0;22
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ROGOZNICA;004;BIRAÈKO MJESTO 4;PROSTORIJE MJESNOG ODBORA U DVORNICAMA (BIVŠA MJESNA ZAJEDNICA);DVORNICE;252;148;148;139;9;53;1;7;17;20;0;35;0;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ROGOZNICA;005;BIRAÈKO MJESTO 5;PROSTORIJE POSLOVNOG OBJEKTA U PRIZEMLJU OBITELJSKE KUÆE VLASNIKA ANTE LOVRIÆA U RAŽNJU;RAŽANJ 2;258;142;142;142;0;49;0;5;5;21;3;45;0;14
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ROGOZNICA;006;BIRAÈKO MJESTO 6;PROSTORIJE MJESNOG ODBORA U PODORLJAKU (BIVŠA MJESNA ZAJEDNICA);PODORLJAK;125;90;90;87;3;51;0;4;5;12;1;10;0;4
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;ROGOZNICA;007;BIRAÈKO MJESTO 7;PROSTORIJE POLJOPRIVREDNE ZADRUGE SAPINA DOCA;SAPINA DOCA;88;54;54;52;2;33;0;1;1;2;1;11;0;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;RUŽIÆ;001;BIRAÈKO MJESTO 1;PROSTORIJE OPÆINE RUŽIÆ U GRADCU;PUT KROZ GRADAC 25;411;283;283;266;17;155;4;12;15;57;1;8;8;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;RUŽIÆ;002;BIRAÈKO MJESTO 2;PROSTORIJA OŠ ANTUNA MIHANOVIÆA PETROPOLJSKOG PO ÈAVOGLAVE;KOD ŠKOLE 1;254;192;192;167;25;85;11;3;11;51;0;3;0;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;RUŽIÆ;003;BIRAÈKO MJESTO 3;"PROSTORIJE LOVAÈKOG DRUŠTVA ""SOKOL"" U KLJACIMA";KLJACI;292;201;201;173;28;65;8;4;27;56;2;7;1;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;RUŽIÆ;004;BIRAÈKO MJESTO 4;OBITELJSKA KUÆA ŽELJKA DUGEÈA U RUŽIÆU;UZ CESTU 13;261;182;182;171;11;112;3;10;8;33;1;4;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;TISNO;001;BIRAÈKO MJESTO 1;ZGRADA OPÆINE TISNO (NARODNA KNJIŽNICA I ÈITAONICA TISNO - ULAZ S OBALE SV. MARTINA 1);USKA ULICA 1;418;228;228;218;10;61;7;7;24;17;4;47;1;50
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;TISNO;002;BIRAÈKO MJESTO 2;PROSTORIJA DRUŠTVENOG DOMA U TISNOM;ZAPADNA GOMILICA 3;871;432;432;407;25;74;16;17;44;29;9;120;1;97
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;TISNO;003;BIRAÈKO MJESTO 3;PROSTORIJA MJESNOG ODBORA U  DUBRAVI KOD TISNA;DUBRAVA KOD TISNA;156;76;76;73;3;21;2;3;11;3;1;13;0;19
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;TISNO;004;BIRAÈKO MJESTO 4;ZGRADA BIVŠE PODRUÈNE ŠKOLE U DAZLINI;MATEŠIÆI 14 A;49;29;29;27;2;12;0;1;2;4;0;1;0;7
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;TISNO;005;BIRAÈKO MJESTO 5;ZGRADA PREZENTACIJSKOG CENTRA U BETINI (DRUŠTVENI DOM U BETINI);TRG NA MORU 1;715;424;424;391;33;94;10;19;70;38;7;74;0;79
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;TISNO;006;BIRAÈKO MJESTO 6;ZGRADA PODRUÈNE OSNOVNE ŠKOLE U JEZERIMA;GORNJI PUT 1;776;505;504;473;31;93;6;21;50;27;17;84;1;174
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;TRIBUNJ;001;BIRAÈKO MJESTO 1;"OSNOVNA ŠKOLA ""TRIBUNJ""";V. NAZORA 6;699;439;439;425;14;109;17;11;163;21;10;56;1;37
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;TRIBUNJ;002;BIRAÈKO MJESTO 2;"PROSTOR ""TURISTIÈKE ZAJEDNICE OPÆINE TRIBUNJ""";BADNJE BB;232;152;152;150;2;48;16;8;52;8;2;10;0;6
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;TRIBUNJ;003;BIRAÈKO MJESTO 3;"PROSTOR ""KULTURNE UDRUGE TRIBUNJ""";GORNJA RIVA 2;654;457;457;433;24;110;20;12;160;29;5;60;0;37
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;UNEŠIÆ;001;BIRAÈKO MJESTO 1;"""DOM KULTURE"" U UNEŠIÆU";UNEŠIÆ;250;199;199;195;4;118;2;7;9;47;0;11;0;1
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;UNEŠIÆ;002;BIRAÈKO MJESTO 2;"OSNOVNA ŠKOLA  ""KOPRNO""";KOPRNO;120;93;93;93;0;68;0;3;1;17;0;4;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;UNEŠIÆ;003;BIRAÈKO MJESTO 3;"OSNOVNA ŠKOLA  ""PLANJANI GORNJI""";PLANJANI GORNJI;110;63;63;62;1;37;1;1;2;16;1;3;0;1
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;UNEŠIÆ;004;BIRAÈKO MJESTO 4;"OSNOVNA ŠKOLA  ""MIRLOVIÆ ZAGORA""";MIRLOVIÆ ZAGORA;373;267;267;255;12;185;2;12;12;34;1;6;0;3
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;UNEŠIÆ;005;BIRAÈKO MJESTO 5;"OSNOVNA ŠKOLA  ""OSTROGAŠICA""";OSTROGAŠICA;73;64;64;64;0;59;0;0;2;2;0;0;0;1
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;UNEŠIÆ;006;BIRAÈKO MJESTO 6;"""DRUŠTVENI DOM ÈVRLJEVO"", ÈVRLJEVO";GORNJI BOŽIÆI BB;57;46;46;46;0;28;0;1;2;15;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;UNEŠIÆ;007;BIRAÈKO MJESTO 7;"PROSTORIJE ""MJESNOG ODBORA"" - KOD TELEFONSKE CENTRALE U VINOVU GORNJEM";VINOVO GORNJE;22;18;18;18;0;17;0;0;0;0;0;1;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;UNEŠIÆ;008;BIRAÈKO MJESTO 8;"OSNOVNA ŠKOLA ""VINOVO DONJE"" U VINOVU DONJEM";VINOVO DONJE;56;22;22;22;0;13;0;3;2;4;0;0;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;UNEŠIÆ;009;BIRAÈKO MJESTO 9;"OSNOVNA ŠKOLA ""UTORE GORNJE""";UTORE GORNJE;41;36;36;36;0;22;1;0;0;5;0;7;0;1
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;UNEŠIÆ;010;BIRAÈKO MJESTO 10;"PROSTORIJA ""UNEŠÆANKE"" U NEVESTU";NEVEST;102;71;71;69;2;53;0;1;2;11;0;2;0;0
15;ŠIBENSKO-KNINSKA ŽUPANIJA;opæina;UNEŠIÆ;011;BIRAÈKO MJESTO 11;"OSNOVNA ŠKOLA ""VISOKA"" U VISOKOJ";VISOKA;35;27;27;26;1;22;0;0;0;4;0;0;0;0
