Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;IVAN CELJAK;DANIEL BERDAIS
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;010;BREŽANE LEKENIČKE;LOVAČKA KUĆA;BREŽANE LEKENIČKE;236;101;101;94;7;51;43
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;011;CERJE LETOVANIČKO;PODRUČNA ŠKOLA;CERJE LETOVANIČKO;60;22;22;18;4;13;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;012;LEKENIK;ZGRADA OPĆINE LEKENIK;ZAGREBAČKA 44;709;408;408;379;29;266;113
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;013;LEKENIK;SLUŽBENE PROSTORIJE OTP - BANKE;ZAGREBAČKA 77A;820;445;445;423;22;271;152
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;014;PEŠĆENICA;VATROGASNI DOM PEŠĆENICA;PEŠĆENICA;732;319;319;300;19;191;109
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;015;BRKIŠEVINA;MJESNI ODBOR BRKIŠEVINA - KONTEJNER;BRKIŠEVINA;67;27;27;24;3;19;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LEKENIK;016;ŠIŠINEC;HRVATSKI DOM;ŠIŠINEC;55;21;21;20;1;16;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;001;LIPOVLJANI;ZGRADA OPĆINE;TRG HRVATSKIH BRANITELJA 3;709;90;90;87;3;61;26
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;002;LIPOVLJANI;ZGRADA NOVE KNJIŽNICE;TRG HRVATSKIH BRANITELJA 14;585;104;104;101;3;66;35
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;003;LIPOVLJANI;ZGRADA  OPĆINE;TRG HRVATSKIH BRANITELJA 3;506;63;63;62;1;39;23
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;004;KRIVAJ;DRUŠTVENI DOM;KRIVAJ;227;48;48;46;2;24;22
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;005;KRALJEVA VELIKA;DRUŠTVENI DOM;KRALJEVA VELIKA;340;48;48;48;0;34;14
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;LIPOVLJANI;006;PILJENICE;DRUŠTVENI DOM;PILJENICE;287;54;54;53;1;40;13
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;001;MAJUR;STARA ZGRADA OPĆINE MAJUR;SVETOG MIHOVILA 2;297;110;110;106;4;93;13
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;002;STUBALJ;DRUŠTVENI DOM;STUBALJ;148;67;67;66;1;61;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;003;GRABOŠTANI;DRUŠTVENI DOM;GRABOŠTANI;104;38;38;37;1;35;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;004;GORNJI HRASTOVAC;DRUŠTVENI DOM;GORNJI HRASTOVAC;154;35;35;34;1;18;16
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;005;MRAČAJ;OSNOVNA ŠKOLA MRAČAJ;MRAČAJ;30;10;10;10;0;8;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;006;SVINICA;DRUŠTVENI DOM SVINICA;SVINICA;74;22;22;22;0;15;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;007;VELIKO KRČEVO;DRUŠTVENI DOM KRČEVO;VELIKO KRČEVO;66;19;19;17;2;12;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MAJUR;008;SREDNJA MEMINSKA;BIVŠA TRGOVINA;SREDNJA MEMINSKA;52;9;9;9;0;4;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;001;TIŠINA KAPTOLSKA;DRUŠTVENI DOM;TIŠINA KAPTOLSKA;209;62;62;60;2;57;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;002;BOK PALANJEČKI;DRUŠTVENI DOM;BOK PALANJEČKI;117;41;41;41;0;37;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;003;STRELEČKO;DRUŠTVENI DOM;STRELEČKO;169;58;58;57;1;50;7
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;004;STRELEČKO NASELJE;PRIVATNA KUĆA IVICE JEZDEC;MARJANA CELJAKA P/N 47;228;62;62;61;1;55;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;005;ŽIRČICA;VATROGASNI DOM;ŽIRČICA;104;37;37;36;1;31;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;006;TIŠINA ERDEDSKA;DRUŠTVENI DOM;TIŠINA ERDEDSKA;223;75;75;74;1;66;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;007;SETUŠ;DRUŠTVENI DOM;SETUŠ;109;46;46;46;0;42;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;008;MAHOVO;PODRUČNA ŠKOLA;MAHOVO;202;79;79;78;1;76;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;009;DESNA MARTINSKA VES;"DOM KULTURE ""STJEPAN RADIĆ""";DESNA MARTINSKA VES;262;72;72;68;4;60;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;010;DESNO TREBARJEVO;"SPOMEN DOM ""BRAĆA RADIĆ""";DESNO TREBARJEVO;246;87;87;86;1;81;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;011;DESNO ŽELJEZNO;DRUŠTVENI DOM;DESNO ŽELJEZNO;137;36;36;35;1;31;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;012;JEZERO POSAVSKO;DRUŠTVENI DOM;JEZERO POSAVSKO;54;17;17;17;0;14;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;013;DESNI DUBROVČAK;DRUŠTVENI DOM;DESNI DUBROVČAK;77;14;14;14;0;10;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;014;LIJEVA MARTINSKA VES;DRUŠTVENI DOM;LIJEVA MARTINSKA VES;249;106;106;105;1;99;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;015;LIJEVO TREBARJEVO;"PROSTORIJE MOTO UDRUGE ""WILD RIVER"", LIJEVO TREBARJEVO";LIJEVO TREBARJEVO 5;46;10;10;10;0;10;0
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;MARTINSKA VES;016;LIJEVA LUKA;DRUŠTVENI DOM;LIJEVA LUKA;164;42;42;42;0;36;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;001;LETINA GORNJA;DVD DOM;LETINA GORNJA 38A;76;45;45;42;3;32;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;002;GREDA SUNJSKA;"DOM ""SELJAČKE SLOGE""";GREDA SUNJSKA 99;357;217;217;208;9;180;28
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;003;SUNJA1;RIBIČKI DOM;TRG KRALJA TOMISLAVA 5B, SUNJA;651;360;360;345;15;278;67
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;004;SUNJA2;DRUŠTVENI DOM;TRG KRALJA TOMISLAVA 5A, SUNJA;594;348;348;335;13;248;87
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;005;KRIVAJ SUNJSKI;DRUŠTVENI DOM;KRIVAJ SUNJSKI 30;88;69;69;66;3;58;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;006;ŽREME;PRIVATNA KUĆA IVICE KOŠKOVIĆA;ŽREME 28;44;31;31;30;1;25;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;007;SELIŠĆE SUNJSKO;DOM DVD-A;SELIŠĆE SUNJSKO 45;92;49;49;44;5;43;1
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;008;BOBOVAC;DRUŠTVENI DOM;BOBOVAC 162;258;136;136;132;4;121;11
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;009;CRKVENI BOK;DRUŠTVENI DOM;CRKVENI BOK 126A;249;98;98;95;3;42;53
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;010;ŠAŠ;DRUŠTVENI DOM;ŠAŠ 71A;266;77;77;72;5;51;21
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;011;SLOVINCI;DOM DVD-A;SLOVINCI 87/A;125;60;60;59;1;37;22
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;012;TIMARCI;DRUŠTVENI DOM;TIMARCI 48A;98;44;44;43;1;33;10
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;013;PAPIĆI;DRUŠTVENI DOM PAPIĆI;PAPIĆI 14 A;186;63;63;60;3;23;37
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;014;STAZA;DRUŠTVENI DOM;STAZA 86/C;168;114;114;112;2;91;21
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;015;DONJI HRASTOVAC;DRUŠTVENI DOM;DONJI HRASTOVAC 187/A;185;71;71;66;5;53;13
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;016;DRLJAČA;PRIVATNA KUĆA MARIJANA GRBCA;DRLJAČA 31;455;173;173;164;9;116;48
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;017;BRĐANI CESTA;PRIVATNA KUĆA STIPE JOZIĆA;BRĐANI CESTA 26A;274;115;115;110;5;74;36
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;018;BRĐANI KOSA;DRUŠTVENI DOM;BRĐANI KOSA 1F;65;40;40;38;2;35;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;019;KINJAČKA;DRUŠTVENI DOM;KINJAČKA 45A;191;71;71;68;3;51;17
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;020;BESTRMA;DRUŠTVENI DOM;BESTRMA BB;104;20;20;17;3;9;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;SUNJA;021;VELIKA GRADUSA;DRUŠTVENI DOM;VELIKA GRADUSA 27;152;50;50;49;1;24;25
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;001;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;755;184;184;181;3;144;37
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;002;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;307;77;77;75;2;69;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;003;HRVATSKO SELO;DRUŠTVENI DOM HRVATSKO SELO;HRVATSKO SELO 77A;267;86;86;85;1;82;3
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;004;TOPUSKO;SREDNJA ŠKOLA TOPUSKO;ŠKOLSKA 14;207;12;12;12;0;10;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;005;KATINOVAC;KUĆA BISERKE MALOBABIĆ;KATINOVAC 37;215;34;34;34;0;25;9
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;006;PERNA;PROSTOR BIVŠE TRGOVINE;PERNA 127;182;14;14;13;1;5;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;007;PONIKVARI;ZGRADA DOBROVOLJNOG VATROGASNOG DRUŠTVA TOPUSKO;PONIKVARI 77A;440;125;125;124;1;113;11
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;TOPUSKO;008;STARO SELO TOPUSKO;DRUŠTVENI DOM STARO SELO TOPUSKO;STARO SELO TOPUSKO 142;109;26;26;26;0;18;8
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;001;MUSTAFINA KLADA;DRUŠTVENI DOM MUSTAFINA KLADA;MUSTAFINA KLADA 37A;119;55;55;52;3;29;23
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;002;KOMPATOR;DRUŠTVENI DOM KOMPATOR;KOMPATOR 28A;63;33;33;31;2;25;6
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;003;RUŠKOVICA;DRUŠTVENI DOM RUŠKOVICA;RUŠKOVICA 27;38;22;22;22;0;17;5
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;004;MALA LUDINA;DRUŠTVENI DOM MALA LUDINA;MALA LUDINA, MOSLAVAČKA 46;118;57;57;54;3;37;17
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;005;GRABRIČINA;OSNOVNA ŠKOLA GRABRIČINA;ČAZMANSKA 15;22;8;8;7;1;3;4
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;006;VIDRENJAK;"SELJAČKI DOM ""MIJO STUPARIĆ""";MIJE STUPARIĆA 30;410;230;230;221;9;162;59
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;007;OKOLI;DRUŠTVENI DOM OKOLI;OKOLI, CRKVENA ULICA 86;230;109;109;104;5;64;40
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;008;VELIKA LUDINA;DRUŠTVENI DOM VELIKA LUDINA;OBRTNIČKA 3;617;366;366;351;15;236;115
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;009;GRABROV POTOK;DRUŠTVENI DOM GRABROV POTOK;GRABROV POTOK, ZAGREBAČKA ULICA 10;98;61;61;56;5;37;19
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;010;GORNJA VLAHINIČKA;DRUŠTVENI DOM GORNJA VLAHINIČKA;MOSLAVAČKA 32;218;89;89;86;3;60;26
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;011;LUDINICA;PRIVATNA KUĆA JOSIPA LISECA;JELENGRADSKA 21;15;8;8;8;0;6;2
03;SISAČKO-MOSLAVAČKA ŽUPANIJA;općina;VELIKA LUDINA;012;KATOLIČKO SELIŠĆE;DRUŠTVENI DOM KATOLIČKO SELIŠĆE;MOSLAVAČKIH VINOGRADA 64;136;62;62;56;6;34;22
