Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;DOMOVINSKI POKRET - DP, STRANKA UMIROVLJENIKA - SU;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, NEZAVISNA LISTA ANTE ĐAPIĆA - NL ANTE ĐAPIĆA, AKTIVNI NEZAVISNI UMIROVLJENICI - ANU, HRVATSKA STRANKA UMIROVLJENIKA - HSU, HRVATSKA STRANKA PRAVA - HSP, DEMOKRATSKI HSS - DHSS, BLOK UMIROVLJENICI ZAJEDNO - BUZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA SELJAČKA STRANKA - HSS, NARODNA STRANKA - REFORMISTI - REFORMISTI;MOST, HRVATSKI SUVERENISTI;SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA - SDSS;SNAGA SLAVONIJE I BARANJE - Snaga SiB;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;004;VALPOVO;DOM TEHNIKE VALPOVO, ULAZ 1;BRAĆE RADIĆA 34;697;342;342;313;29;77;132;15;18;1;44;26
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;005;VALPOVO;"OSNOVNA ŠKOLA ""MATIJE PETRA KATANČIĆA""";IVE LOLE RIBARA 3;739;359;359;328;31;59;147;25;22;3;33;39
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;006;VALPOVO;GRADSKA KNJIŽNICA I ČITAONICA;ULICA JOSIPA JURJA STROSSMAYERA 36;632;329;329;319;10;80;122;21;19;1;33;43
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;007;VALPOVO;DOM TEHNIKE VALPOVO, ULAZ 2;BRAĆE RADIĆA 34;770;356;356;327;29;85;137;20;27;2;30;26
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;008;VALPOVO;VATROGASNI DOM VALPOVO;MATIJE GUPCA 50;676;272;272;253;19;49;131;12;20;1;19;21
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;009;VALPOVO;HAK;MATIJE GUPCA 48;677;382;382;362;20;89;142;21;38;1;37;34
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;010;LADIMIREVCI;OSNOVNA ŠKOLA LADIMIREVCI;ĐUKE MARIČIĆA-MUNJE 21;586;296;296;288;8;80;142;10;9;1;24;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;011;LADIMIREVCI;SPORTSKA DVORANA OŠ LADIMIREVCI;ĐUKE MARIČIĆA - MUNJE 21;585;275;275;261;14;60;138;11;9;0;23;20
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;012;MARJANČACI;DRUŠTVENI DOM MARJANČACI;MATIJE GUPCA 18;229;152;152;147;5;24;83;10;23;1;4;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;013;IVANOVCI;DRUŠTVENI DOM IVANOVCI;PETRA PRERADOVIĆA 58;353;210;210;203;7;55;111;4;6;3;18;6
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;014;ZELČIN;DRUŠTVENI DOM ZELČIN;OSLOBOĐENJA 9;251;166;166;150;16;25;105;3;3;0;10;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;015;HARKANOVCI;OSNOVNA ŠKOLA HARKANOVCI;ŠKOLSKA 6;379;203;203;182;21;52;107;5;4;0;10;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;016;ŠAG;OSNOVNA ŠKOLA ŠAG;BRAĆE RADIĆA 67;346;175;175;168;7;16;114;6;10;0;10;12
14;OSJEČKO-BARANJSKA ŽUPANIJA;grad;VALPOVO;017;NARD;OSNOVNA ŠKOLA;VALPOVAČKA 27;400;240;240;227;13;55;128;5;6;1;21;11
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ANTUNOVAC;001;ANTUNOVAC;HRVATSKI DOM;BRAĆE RADIĆA 4;1031;556;556;538;18;66;426;5;11;2;11;17
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ANTUNOVAC;002;ANTUNOVAC;"OSNOVNA ŠKOLA ""ANTUNOVAC""";ŠKOLSKA ULICA 15;812;446;446;433;13;33;357;9;9;2;8;15
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ANTUNOVAC;003;IVANOVAC;HRVATSKI DOM;DUGA 35;641;307;307;299;8;36;237;4;10;1;3;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ANTUNOVAC;004;IVANOVAC;HRVATSKI DOM;DUGA 35;583;254;254;249;5;35;197;1;2;1;10;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;001;BILJE;DOM KULTURE;KRALJA ZVONIMIRA 2;660;339;338;319;19;37;190;15;9;4;28;36
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;002;BILJE;DOM KULTURE;KRALJA ZVONIMIRA 2;644;307;305;286;19;45;156;14;16;6;23;26
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;003;BILJE;OSNOVNA ŠKOLA BILJE;ŠKOLSKA ULICA 6;822;480;480;455;25;54;284;16;22;8;27;44
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;004;BILJE;OSNOVNA ŠKOLA BILJE;ŠKOLSKA ULICA 6;810;438;436;412;24;75;214;21;17;6;27;52
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;005;KOPAČEVO;DOM KULTURE;FERENCA KIŠA 2C;454;317;317;281;36;35;133;38;19;2;29;25
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;006;VARDARAC;DOM KULTURE;ŠANDORA PETEFIJA 114;490;336;335;293;42;53;159;24;6;4;35;12
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;007;LUG;OSNOVNA ŠKOLA LUG;ŠKOLSKA ULICA 6;593;411;411;351;60;76;134;35;15;3;65;23
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BILJE;008;KOZJAK;DRUŠTVENE PROSTORIJE;KOZJAK 16;55;31;31;27;4;5;19;1;0;0;2;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;001;BROĐANCI;OSNOVNA ŠKOLA;ŠKOLSKA 1;421;220;220;212;8;41;96;10;13;0;33;19
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;002;HABJANOVCI;OSNOVNA ŠKOLA;ŠKOLSKA 14;349;187;187;181;6;32;88;12;6;0;35;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;003;NOVAKI BIZOVAČKI;DRUŠTVENI DOM;IMOTSKA 24;159;95;95;91;4;13;50;2;4;0;6;16
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;004;SAMATOVCI;OSNOVNA ŠKOLA;PERE KOVAČEVIĆA 5;552;248;248;235;13;29;132;3;14;0;41;16
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;005;CRET BIZOVAČKI;OSNOVNA ŠKOLA;MATIJE GUPCA 64;451;210;209;200;9;63;87;14;8;1;22;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;006;BIZOVAC;KUD BIZOVAC;ULICA KRALJA TOMISLAVA 136;967;482;482;465;17;90;239;34;25;3;46;28
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;BIZOVAC;007;BIZOVAC;OSNOVNA ŠKOLA;ULICA DR. FRANJE TUĐMANA 1;728;395;395;386;9;62;204;32;23;1;43;21
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEMINAC;001;ČEMINAC;"DRUŠTVENI CENTAR ""DR. FRANJO TUĐMAN""";ULICA HRVATSKIH BRANITELJA 4;811;616;615;570;45;153;298;23;27;3;35;31
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEMINAC;002;GRABOVAC;MJESNI ODBOR GRABOVAC;ULICA FRANJE POTURICA BB;727;583;583;547;36;132;286;46;19;1;33;30
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEMINAC;003;KOZARAC;"DOM KULTURE ""MEĐIMURSKI DOM""";BANA J. JELAČIĆA 1;560;398;398;371;27;57;240;19;12;1;32;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEMINAC;004;NOVI ČEMINAC;DOM KULTURE;ULICA KRALJA ZVONIMIRA 3A;275;190;190;173;17;31;78;9;9;24;12;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;001;ČOKADINCI;DRUŠTVENI DOM;OSJEČKA ULICA 76;122;68;68;59;9;3;30;1;4;6;7;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;002;ČEPINSKI MARTINCI;DRUŠTVENI DOM;STJEPANA RADIĆA BB;495;195;195;180;15;34;109;8;4;6;12;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;003;BEKETINCI;"OSNOVNA ŠKOLA ""MILKA CEPELIĆA""";ČEPINSKA 55;467;258;258;249;9;48;160;15;6;3;8;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;004;LIVANA;PROSTORIJE NK ''TOMISLAV'';CVJETNA BB;522;171;171;169;2;41;96;4;12;0;11;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;005;ČEPIN;LOVAČKI DOM;KRALJA ZVONIMIRA 214A;821;449;449;422;27;72;222;33;44;5;22;24
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;006;ČEPIN;"""UREDNOST"" D.O.O.";KRALJA ZVONIMIRA 176;426;200;200;196;4;36;113;5;22;2;9;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;007;ČEPIN;OPĆINA ČEPIN;KRALJA ZVONIMIRA 105;895;414;414;385;29;51;211;29;34;9;26;25
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;008;ČEPIN;STARA ZGRADA OPĆINE ČEPIN;KRALJA ZVONIMIRA 70;670;323;322;305;17;53;159;13;31;1;22;26
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;009;ČEPIN;VETERINARSKA STANICA - AMBULANTA;KRALJA TOMISLAVA 26;619;318;318;298;20;42;181;15;26;0;16;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;010;ČEPIN;"PROSTORIJE NK ""KLAS""";NERETVANSKA 10;714;364;364;352;12;65;196;26;23;2;22;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;011;ČEPIN;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";KALNIČKA 17;854;469;468;451;17;58;264;33;39;2;29;26
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;012;ČEPIN;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";KALNIČKA 17;813;378;378;356;22;82;177;29;16;2;23;27
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;013;ČEPIN;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";KALNIČKA 17;867;462;461;428;33;80;224;36;23;4;25;36
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ČEPIN;014;ČEPIN;"OSNOVNA ŠKOLA ""MIROSLAV KRLEŽA""";KRALJA ZVONIMIRA 100;1145;575;573;546;27;126;268;33;64;1;26;28
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;001;DARDA;DOM KULTURE;SVETOG IVANA KRSTITELJA 100;712;255;255;237;18;34;121;5;9;38;11;19
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;002;DARDA;DOM KULTURE;SVETOG IVANA KRSTITELJA 100;711;251;251;240;11;27;141;9;5;31;3;24
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;003;DARDA;SREDNJA ŠKOLA BELI MANASTIR, PODRUČNI ODJEL DARDA;SVETOG IVANA KRSTITELJA 109;606;238;238;230;8;29;111;9;8;38;10;25
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;004;DARDA;SREDNJA ŠKOLA BELI MANASTIR, PODRUČNI ODJEL DARDA;SVETOG IVANA KRSTITELJA 109;603;238;238;223;15;31;91;6;11;34;18;32
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;005;DARDA;OSNOVNA ŠKOLA DARDA, UČIONICA BROJ 12;ŠKOLSKA 9;871;295;295;264;31;40;142;13;8;25;9;27
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;006;DARDA;OSNOVNA ŠKOLA DARDA, UČIONICA BROJ 3;ŠKOLSKA 9;741;295;295;244;51;22;156;17;5;25;9;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;007;MECE;DOM MEĐUGENERACIJSKE SOLIDARNOSTI I KLUB MLADIH;BELJSKA 48;725;269;269;249;20;28;129;8;9;14;31;30
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DARDA;008;UGLJEŠ;OSNOVNA ŠKOLA DARDA, PODRUČNI ODJEL UGLJEŠ;BARANJSKA ULICA 11;400;231;230;198;32;10;26;10;5;121;7;19
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;001;DONJA MOTIČINA;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";MATIJE GUPCA 46;543;249;249;244;5;68;155;0;4;1;12;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;002;DONJA MOTIČINA;OSNOVNA ŠKOLA ''VLADIMIR NAZOR'';MATIJE GUPCA 46;370;197;197;193;4;52;115;8;7;0;6;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;003;GORNJA MOTIČINA;DRUŠTVENI DOM;MLADENA VIDOVIĆA BB;28;8;8;7;1;1;6;0;0;0;0;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DONJA MOTIČINA;004;SEONA;DRUŠTVENI DOM;ZRINSKIH I FRANKOPANA BB;338;159;159;156;3;47;75;2;3;1;15;13
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;001;DRAŽ;OMLADINSKI DOM;VLADIMIRA NAZORA BB;380;255;255;246;9;38;171;5;5;2;9;16
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;002;BATINA;DOM KULTURE;TRG SLOBODE 8;688;352;352;315;37;57;135;12;17;6;53;35
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;003;GAJIĆ;NOVI DOM KULTURE;MATIJE GUPCA BB;244;166;166;164;2;22;101;8;8;0;11;14
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;004;DUBOŠEVICA;DOM KULTURE;DR.FRANJE TUĐMANA 2;429;237;237;230;7;37;146;6;6;0;24;11
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;005;TOPOLJE;DOM KULTURE;REPUBLIKE 25;296;177;177;176;1;36;107;1;3;1;13;15
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRAŽ;006;PODOLJE;DOM KULTURE;GLAVNA 139;92;56;56;53;3;9;30;2;2;0;3;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;001;BUČJE GORJANSKO;MJESNI ODBOR BUČJE;GLAVNA ULICA 15;52;21;21;20;1;7;10;0;1;0;1;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;002;PODGORJE BRAČEVAČKO;MJESNI DOM;BOROVIČKA ULICA 102;60;37;37;37;0;5;25;1;0;1;4;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;003;SLATINIK DRENJSKI;DVD SLATINIK DRENJSKI;B.RADIĆA 2;205;127;127;120;7;15;80;8;3;1;13;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;004;BRAČEVCI;MJESNI ODBOR;ULICA VUKOVARSKA 4;154;75;75;69;6;6;31;5;0;2;24;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;005;PALJEVINA;MJESNI DOM;VLADIMIRA  NAZORA 52;142;76;76;75;1;3;52;7;4;0;9;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;006;POTNJANI;MJESNI DOM;BRAĆE RADIĆA 39;396;224;224;218;6;17;149;11;10;0;28;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;007;DRENJE;ZGRADA OPĆINE DRENJE;LJUDEVITA GAJA 25;465;285;285;273;12;39;100;24;20;1;79;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;008;KUĆANCI ĐAKOVAČKI;PROSTORIJE PODRUČNE ŠKOLE KUĆANCI ĐAKOVAČKI;BRAĆE RADIĆA 28;125;65;65;60;5;7;40;0;2;1;8;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;009;PRESLATINCI;DVD PRESLATINCI;K. TOMISLAVA 18;110;72;72;64;8;1;54;2;0;1;6;0
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;010;MANDIĆEVAC;PROSTORIJE PODRUČNE ŠKOLE MANDIĆEVAC;ŠKOLSKA 1;224;136;136;130;6;11;84;5;3;0;22;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;DRENJE;011;PRIDVORJE;PROSTORIJE PODRUČNE ŠKOLE PRIDVORJE;BRAĆE RADIĆA 17;134;71;71;66;5;4;40;7;1;0;13;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;001;ĐURĐENOVAC;PROSTORIJA ŠAH KLUBA;IVANA GUNDULIĆA 2;633;223;223;213;10;49;106;6;5;0;14;33
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;002;ĐURĐENOVAC;RADNIČKI DOM;KARDINALA ALOJZIJA STEPINCA 10;380;167;167;156;11;38;72;2;2;1;9;32
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;003;ĐURĐENOVAC;OSNOVNA ŠKOLA JOSIPA JURJA STROSSMAYERA;KARDINALA ALOJZIJA STEPINCA BB;331;165;165;158;7;55;76;6;5;0;3;13
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;004;ĐURĐENOVAC;DOM KULTURE (MONTAŽNA ŠKOLA);TRG DR. FRANJE TUĐMANA 3;625;296;296;285;11;73;155;8;4;4;11;30
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;005;ĐURĐENOVAC;SREDNJA ŠKOLA JOSIPA KOZARCA;TRG DR. FRANJE TUĐMANA 4;579;246;246;237;9;60;128;6;6;0;9;28
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;006;BELJEVINA;OSNOVNA ŠKOLA;LJUDEVITA GAJA 70;329;156;156;149;7;33;102;2;0;0;4;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;007;BELJEVINA;PROSTORIJA NK ZAGORAC;MATIJE GUPCA;205;114;114;110;4;26;67;3;5;1;1;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;008;NAŠIČKO NOVO SELO;DRUŠTVENI DOM;BRAĆE RADIĆA;258;112;112;105;7;17;69;2;4;0;5;8
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;009;BOKŠIĆ;DRUŠTVENI DOM;OSJEČKA 1;321;140;140;136;4;33;79;4;1;0;9;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;010;BOKŠIĆ LUG;OSNOVNA ŠKOLA;BRAĆE RADIĆA;192;107;107;100;7;16;64;0;0;1;16;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;011;ŠAPTINOVCI;OSNOVNA ŠKOLA;BANA JOSIPA JELAČIĆA;131;68;68;66;2;19;34;2;1;0;6;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;012;ŠAPTINOVCI;PROSTORIJE DVD-A;ŠAPTINOVCI;294;146;146;140;6;37;81;0;5;0;5;12
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;013;KLOKOČEVCI;OSNOVNA ŠKOLA;BRAĆE RADIĆA;383;143;143;136;7;21;101;5;4;1;2;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;014;SUŠINE;DRUŠTVENI DOM;GORANA POTNEŠILA 29;262;119;119;115;4;28;66;1;4;0;4;12
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ĐURĐENOVAC;015;PRIBIŠEVCI;OSNOVNA ŠKOLA;MATIJE GUPCA;309;163;163;159;4;39;89;2;4;1;10;14
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;001;DALJ;OSNOVNA ŠKOLA DALJ;ZAGREBAČKA 2B;702;246;246;232;14;19;52;6;4;137;8;6
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;002;DALJ;SREDNJA ŠKOLA;BRAĆE RADIĆA 7;922;363;362;337;25;47;169;7;11;86;10;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;003;DALJ;"PROSTORIJE NK ""RADNIČKI""";30. SVIBNJA BB;720;337;337;302;35;18;22;4;5;240;10;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;004;DALJ;DRUŠTVENI DOM;BANA J. JELAČIĆA 12;583;292;292;276;16;17;27;3;3;210;7;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;005;BIJELO BRDO;OSNOVNA ŠKOLA;NIKOLE TESLE 71;919;303;303;268;35;10;13;2;3;226;3;11
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;006;BIJELO BRDO;OSNOVNA ŠKOLA;NIKOLE TESLE 71;633;203;203;178;25;11;6;1;1;144;8;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;007;ALJMAŠ;PROSTORIJE MO;MLADENA PALINKAŠA 5;574;198;198;195;3;37;104;14;12;4;15;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;008;ERDUT;DRUŠTVENI DOM ERDUT (BIVŠI MO ERDUT);ERDUT;660;215;215;203;12;28;106;0;11;33;10;15
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERDUT;009;DALJ;PROSTORIJA KUD ŠANDOR PETEFI;DALJSKA PLANINA;144;47;47;45;2;7;25;1;1;2;7;2
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERNESTINOVO;001;ERNESTINOVO;OSNOVNA ŠKOLA ERNESTINOVO;ŠKOLSKA 1;911;556;556;537;19;57;369;13;22;15;36;25
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;ERNESTINOVO;002;LASLOVO;OSNOVNA ŠKOLA LASLOVO;ŠKOLSKA 1;893;451;451;440;11;52;324;10;8;2;26;18
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;001;FERIČANCI;OSNOVNA ŠKOLA VLADIMIRA NAZORA;TRG MATIJE GUPCA 9;642;283;283;260;23;38;166;13;12;1;13;17
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;002;FERIČANCI;OSNOVNA ŠKOLA VLADIMIRA NAZORA;TRG MATIJE GUPCA 9;678;256;256;236;20;47;122;24;9;0;15;19
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;003;VALENOVAC;DOM DVD-A;BRAĆE RADIĆA BB;136;59;59;54;5;8;38;2;0;0;1;5
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;004;VUČJAK FERIČANAČKI;MJESNI DOM;ĐURĐENOVAČKA BB;221;112;112;109;3;18;75;10;1;0;4;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;FERIČANCI;005;GAZIJE;MJESNI DOM;VLADIMIRA NAZORA BB;28;11;11;11;0;2;2;4;0;1;1;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;GORJANI;001;GORJANI;OPĆINA GORJANI;KULA 1;800;477;477;451;26;64;303;24;8;0;30;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;GORJANI;002;TOMAŠANCI;DOM KULTURE;UL.STJEPANA RADIĆA 1;488;345;345;333;12;92;178;28;6;2;13;14
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;JAGODNJAK;001;JAGODNJAK;"DOM KULTURE PRIZEMLJE (BIVŠI ""SAJRIĆ"")";BORISA KIDRIČA 100;512;224;224;207;17;14;44;7;7;116;8;11
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;JAGODNJAK;002;JAGODNJAK;DOM KULTURE VELIKA SALA;BORISA KIDRIČA 100;439;214;214;192;22;16;50;3;4;97;6;16
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;JAGODNJAK;003;BOLMAN;SALA DOMA KULTURE;SAVE KOVAČEVIĆA 74;496;298;298;250;48;18;51;8;4;151;11;7
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;001;KNEŽEVI VINOGRADI;DOM KULTURE;GLAVNA 82;660;451;451;420;31;51;228;9;8;88;17;19
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;002;KNEŽEVI VINOGRADI;OSNOVNA ŠKOLA KNEŽEVI VINOGRADI;KNEŽEVI VINOGRADI;640;426;426;403;23;68;182;10;7;94;20;22
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;003;KARANAC;HRVATSKI DOM KULTURE;PETEFI ŠANDORA 68;676;435;435;388;47;66;189;11;13;59;30;20
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;004;ZMAJEVAC;DOM KULTURE;MARŠALA TITA 90;626;380;380;321;59;48;146;28;19;13;57;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;005;SUZA;DOM KULTURE;MARŠALA TITA 105;411;277;277;234;43;52;96;10;18;12;36;10
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;006;KOTLINA;DOM KULTURE;GLAVNA 48;189;139;139;120;19;23;57;6;5;5;20;4
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;007;KAMENAC;DOM KULTURE;GLAVNA 49;130;77;77;72;5;24;28;5;1;1;12;1
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KNEŽEVI VINOGRADI;008;MIRKOVAC;SJEDIŠTE RESTORANA POLJOPRIVREDE MIRKOVAC;MIRKOVAC 21;79;54;54;48;6;9;23;3;3;6;1;3
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;001;KOŠKA;ŠUMARIJA KOŠKA;UL. NIKOLE ŠUBIĆA ZRINSKOG 65;718;344;344;334;10;96;180;16;16;3;14;9
14;OSJEČKO-BARANJSKA ŽUPANIJA;općina;KOŠKA;002;KOŠKA;"OSNOVNA ŠKOLA ""IVANE BRLIĆ MAŽURANIĆ""";TRG DR. FRANJE TUĐMANA 5;595;303;303;292;11;69;167;12;15;3;15;11
