Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;MARKO BORAS MANDIÆ;GARI CAPPELLI;MARINKO KOLJANIN;ZLATKO KOMADINA;LEONARDO PAVELA;IVA RINÈIÆ
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;012;RASOPASNO;DRUŠTVENE PROSTORIJE;RASOPASNO;135;49;49;48;1;4;12;3;27;1;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;DOBRINJ;013;SV. IVAN;DRUŠTVENE PROSTORIJE;SV. IVAN;45;23;23;23;0;1;4;2;15;0;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;FUŽINE;001;BIRAÈKO MJESTO BR. 1;ZGRADA ZADRUŽNOG DOMA U FUŽINAMA;FUŽINE, DR. F. RAÈKOG 19;630;309;309;294;15;36;62;4;157;3;32
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;FUŽINE;002;BIRAÈKO MJESTO BR. 2;VATROGASNI DOM U VRATIMA;VRATA, VRATA 48;332;118;118;108;10;10;15;4;71;2;6
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;FUŽINE;003;BIRAÈKO MJESTO BR. 3;DOM KULTURE U LIÈU;LIÈ, VICIÆEVA 31;464;220;220;213;7;11;64;5;103;4;26
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;001;ZORETIÆI;"PROSTORIJA BK ""ZORETIÆI""";ZORETIÆI 8A;353;192;192;186;6;17;46;7;102;3;11
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;002;RATULJE;"U PROSTORIJI ""STARE ŠKOLE""";RATULJE 5;349;186;186;180;6;21;36;9;99;3;12
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;003;JELENJE;"U PROSTORIJI LOVAÈKOG DRUŠTVA ""JELEN""";JELENJE 26;356;186;186;184;2;21;35;11;105;2;10
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;004;LUKEŽI;"U PROSTORIJI ""ÈITAONICE""";LUKEŽI 81;173;74;74;71;3;14;13;2;35;1;6
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;005;DRAŽICE;"U PROSTORIJI ""ÈITAONICE""";OKRŠAJ 18;838;406;406;398;8;39;67;23;219;20;30
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;006;DRAŽICE;"U PROSTORIJI ""DOMA KULTURE""";DRAŽIÈKIH BORACA 64;975;470;470;459;11;43;117;18;215;20;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;007;PODKILAVAC;"U PROSTORIJI ""ÈITAONICE""";PODKILAVAC 86;296;149;149;145;4;14;28;4;80;5;14
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;008;PODHUM;"U PODHUMU I, U PROSTORIJI ""BOÆARSKOG KLUBA""";PODHUM 125;695;262;262;259;3;29;60;23;114;8;25
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;JELENJE;009;PODHUM;"U PODHUMU II, U PROSTORIJI NA I. KATU IZNAD DISKONTA ""DIANO""";PODHUM 340A;525;213;213;205;8;27;44;17;97;7;13
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;001;KLANA;"OSNOVNA ŠKOLA ""KLANA""";ZATREP 5;508;299;299;290;9;23;60;13;167;7;20
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;002;KLANA;VIJEÆNICA OPÆINE KLANA (NA KATU);KLANA 33;470;243;243;236;7;23;62;11;115;4;21
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;003;STUDENA;SALA STUDENA;STUDENA  BB;305;174;174;167;7;14;51;17;68;4;13
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;004;ŠKALNICA;VATROGASNI DOM ŠKALNICA;ŠKALNICA 2B;182;85;85;81;4;8;14;1;52;3;3
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;005;LISAC;DRUŠTVENI DOM LISAC;LISAC BB;100;67;67;62;5;9;11;1;39;1;1
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KLANA;006;BREZA;STARA ŠKOLA BREZA;BREZA 8;44;23;23;22;1;8;3;1;8;2;0
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KOSTRENA;001;KOSTRENA;NARODNA ÈITAONICA KOSTRENA;SVETA LUCIJA 14;1285;678;678;662;16;84;197;21;203;19;138
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KOSTRENA;002;KOSTRENA;SPORTSKA DVORANA KOSTRENA;ŽUKNICA 1B;1348;699;699;678;21;68;235;30;174;30;141
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;KOSTRENA;003;KOSTRENA;NARODNA ÈITAONICA SV. BARBARA;TRG SVETE BARBARE 2;1355;691;691;668;23;119;158;23;235;25;108
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOKVE;001;BIRAÈKO MJESTO BR. 1;ZGRADA OPÆINE LOKVE - OPÆINSKA VIJEÆNICA;LOKVE, ŠETALIŠTE GOLUBINJAK 6;802;559;558;534;24;18;190;6;288;7;25
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOPAR;001;LOPAR;PODRUÈNA ŠKOLA LOPAR;LOPAR 289;1118;848;848;807;41;48;343;13;334;19;50
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;001;LOVRAN;"PROSTORIJE  ""OPÆINE LOVRAN - VIJEÆNICA""";ŠETALIŠTE MARŠALA TITA 41/I;308;134;134;122;12;14;23;3;57;5;20
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;002;LOVRAN;"PROSTORIJE OŠ ""VIKTOR CAR EMIN""";UL.9.RUJNA 4;860;451;451;433;18;61;66;17;232;9;48
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;003;LOVRAN;"PROSTORIJE HOTELA ""LOVRAN""";ŠETALIŠTE MARŠALA TITA 19;766;394;394;382;12;60;78;7;184;7;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;004;LOVRAN;PROSTORIJE ZAJEDNICE TALIJANA LOVRAN;ŠET.M.TITA 36;645;271;271;258;13;42;37;6;141;4;28
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;005;MEDVEJA;PROSTORIJE TUR.INF.CENTRA MJESTA MEDVEJA;MEDVEJA 6A;130;75;75;73;2;15;16;1;32;2;7
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;LOVRAN;006;LIGANJ;PROSTORIJE DRUŠTVENOG DOMA LIGANJ;LIGANJ 42;745;358;358;342;16;53;42;12;209;6;20
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MALINSKA-DUBAŠNICA;001;MALINSKA-DUBAŠNICA;PROST. DRUŠTV.DOMA MATE JUSTINIÆ;SV. VID MIHOLJICE 44;373;145;145;140;5;20;51;1;54;1;13
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MALINSKA-DUBAŠNICA;002;MILOVÈIÆI;PROSTORIJE DRUŠTVENOG DOMA;MILOVÈIÆI 42;832;386;386;363;23;67;110;7;148;11;20
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MALINSKA-DUBAŠNICA;003;MALINSKA-DUBAŠNICA;PROST.PRIVATNOG STAMBENOG OBJEKTA;MALINSKA DUBAŠNICA, PORAT BR. 5 A;550;236;236;227;9;55;67;5;79;2;19
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MALINSKA-DUBAŠNICA;004;MALINSKA-DUBAŠNICA;"PROST. OŠ ""FRAN KRSTO FRANKOPAN""";BOGOVIÆI, STIPKINO 7;507;238;238;230;8;58;89;1;60;6;16
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MALINSKA-DUBAŠNICA;005;MALINSKA-DUBAŠNICA;PROST. OPÆINE MALINSKA-DUBAŠNICA;MALINSKA-DUB., LINA BOLMARÈIÆA 22;1658;700;700;676;24;155;191;18;271;15;26
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;001;MATULJI;"OŠ ""ANDRIJE MOHOROVIÈIÆ"" - LIJEVO";ŠETALIŠTE DRAGA GERVAISA 1;981;409;409;401;8;65;84;19;179;15;39
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;002;MATULJI;"OŠ ""ANDRIJE MOHOROVIÈIÆ"" - DESNO";ŠETALIŠTE DRAGA GERVAISA 1;1097;462;462;447;15;64;98;11;211;24;39
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;003;BREGI;DOM BREGI;POŠÈIÆI 57;632;284;284;274;10;31;52;17;128;13;33
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;004;MATULJI;OPÆINA MATULJI, ZGRADA OPÆINE MATULJI;TRG M. TITA 11;966;398;398;390;8;70;84;18;165;7;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;005;MATULJI;PROSTORIJE AMK-MATULJI;KASTAVSKA CESTA 4;1080;416;416;400;16;59;97;16;164;21;43
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;006;JUŠIÆI;DRUŠTVENI DOM;JUŠIÆI 42;776;357;357;351;6;63;61;20;157;10;40
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;007;RUKAVAC;"PODRUÈNA ŠKOLA ""RUKAVAC""";RUKAVAC BB;1072;403;403;384;19;48;74;12;175;24;51
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;008;JURDANI;MJESNI URED JURDANI;JURDANI 64;563;229;229;228;1;26;44;11;116;14;17
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;009;KUÆELI;DOM BIŠKUPI;BIŠKUPI;112;49;49;43;6;5;1;3;30;0;4
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;010;PERMANI;DOM PERMANI;PERMANI 1;526;272;272;265;7;50;44;6;131;7;27
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;011;BREŠCA;"OŠ ""DRAGO GERVAIS""-BREŠCA";BREŠCA 6;324;149;149;145;4;18;31;3;63;5;25
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;012;VELI BRGUD;DOM VELI BRGUD;VELI BRGUD 62;475;225;225;217;8;54;35;10;93;6;19
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;013;ZVONEÆA;"PODRUÈNA ŠKOLA ""ZVONEÆA""";ZVONEÆA 40;222;103;103;97;6;16;13;5;51;5;7
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;014;VELE MUNE;PROSTORIJE BIVŠE MJESNE ZAJEDNICE;VELE MUNE 2;222;98;98;93;5;7;12;5;50;10;9
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;015;RUPA;DRUŠTVENI DOM RUPA;RUPA 29;288;178;178;174;4;29;43;2;82;4;14
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;016;PASJAK;"KUD ""DANICA""";PASJAK 6O;118;68;68;65;3;2;25;2;32;0;4
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;017;ŠAPJANE;DOM ŠAPJANE;ŠAPJANE;161;115;115;113;2;10;22;2;65;8;6
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;018;BRDCE;ZGRADA BROJ  2;BRDCE;59;31;31;25;6;4;9;1;8;1;2
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;019;LIPA;MUZEJ LIPA;LIPA 35;113;66;66;65;1;5;12;1;36;4;7
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MATULJI;020;ŽEJANE;PODRUÈNA ŠKOLA ŽEJANE;ŽEJANE 1;107;54;54;53;1;6;12;3;22;3;7
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MOŠÆENIÈKA DRAGA;001;MOŠÆENIÈKA DRAGA;OPÆINSKA VIJEÆNICA;TRG SLOBODE 7;633;398;398;386;12;28;64;8;229;10;47
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MOŠÆENIÈKA DRAGA;002;MOŠÆENICE;ŠKOLA MOŠÆENICE, RAZRED;MOŠÆENICE;273;163;163;153;10;17;24;5;83;0;24
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MOŠÆENIÈKA DRAGA;003;BRSEÈ;ŠKOLA BRSEÈ, RAZRED;BRSEÈ;367;232;232;226;6;22;49;7;118;4;26
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MRKOPALJ;001;BIRAÈKO MJESTO BR.1;DOM KULTURE MRKOPALJ;MRKOPALJ, NOVI VAROŠ 1;661;426;426;408;18;15;155;9;182;18;29
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;MRKOPALJ;002;BIRAÈKO MJESTO BR.2;OSNOVNA ŠKOLA SUNGER;SUNGER, SUNGER 64 A;308;196;196;189;7;8;39;6;114;5;17
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;OMIŠALJ;001;OMIŠALJ;"KNJIŽNICA ""VID OMIŠLJANIN""";OMIŠALJ, PRIKEŠTE 13;595;276;276;274;2;29;75;9;142;5;14
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;OMIŠALJ;002;OMIŠALJ;VIJEÆNICA OPÆINE OMIŠALJ PRVI KAT LIJEVO;OMIŠALJ, PRIKEŠTE 13;1284;616;616;592;24;51;178;23;259;15;66
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;OMIŠALJ;003;NJIVICE;"PROSTORIJE MJESNOG ODBORA ""NJIVICE""";NJIVICE, RIBARSKA OBALA 10;531;234;234;225;9;15;94;14;80;6;16
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;OMIŠALJ;004;NJIVICE;PROSTORIJE DRUŠTVENOG CENTRA KIJAC;NJIVICE, CVJETNI TRG 8;731;322;322;312;10;24;87;11;165;7;18
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;PUNAT;001;STARA BAŠKA;PRIVATNI PROSTOR;STARA BAŠKA 80;141;74;74;73;1;6;30;3;27;1;6
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;PUNAT;002;PUNAT;ŠKOLSKA SPORTSKA DVORANA PODRUÈNE ŠKOLE PUNAT;PUNAT, POD TOPOL 18;924;538;538;521;17;46;66;12;276;8;113
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;PUNAT;003;PUNAT;PROSTOR ZGRADE NARODNOG DOMA (VELIKA SALA );PUNAT, NOVI PUT 2;982;534;534;519;15;46;89;14;261;17;92
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;RAVNA GORA;001;BIRAÈKO MJESTO BR. 1;DOM KULTURE RAVNA GORA;RAVNA GORA, IVANA GORANA KOVAÈIÆA 138;675;426;426;415;11;10;174;3;181;5;42
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;RAVNA GORA;002;BIRAÈKO MJESTO BR. 2;"SPC ""GORANKA"" RAVNA GORA";RAVNA GORA, I.G. KOVAÈIÆA 174;696;402;402;389;13;12;121;7;178;4;67
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;RAVNA GORA;003;BIRAÈKO MJESTO BR. 3;OSNOVNA ŠKOLA DR. B.MARKOVIÆA, PODRUÈNA ŠKOLA STARA SUŠICA;STARA SUŠICA, KAROLINSKA CESTA 62;197;118;118;115;3;1;45;1;61;3;4
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;RAVNA GORA;004;BIRAÈKO MJESTO BR. 4;VATROGASNI DOM STARI LAZ;STARI LAZ, STARI LAZ 80 A;156;88;88;83;5;5;29;1;42;2;4
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;RAVNA GORA;005;BIRAÈKO MJESTO BR. 5;VATROGASNI DOM KUPJAK;KUPJAK, KUPJAK 86;201;107;107;105;2;5;39;1;48;0;12
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;SKRAD;001;BIRAÈKO MJESTO BR. 1;DOM KULTURE SKRAD;SKRAD, JOSIPA BLAŽEVIÆA-BLAŽA 8A;865;598;598;584;14;17;191;5;281;7;83
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VINODOLSKA OPÆINA;001;BIRAÈKO MJESTO BROJ 1, ODJELJAK 1;"PROSTORIJE ""DOM KULTURE"" BRIBIR";BRIBIR, BRIBIR 3/I;845;411;411;388;23;28;110;13;211;7;19
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VINODOLSKA OPÆINA;002;BIRAÈKO MJESTO BROJ 2,ODJELJAK 2;"PROSTORIJE ""DOM KULTURE"" BRIBIR";BRIBIR, BRIBIR 3/I;696;317;317;302;15;8;129;12;138;5;10
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VINODOLSKA OPÆINA;003;BIRAÈKO MJESTO BR. 3;"PROSTORIJE ""DOM KULTURE"" U GRIŽANIMA-BELGRAD";GRIŽANE 47;843;404;403;383;20;19;104;6;213;15;26
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VINODOLSKA OPÆINA;004;BIRAÈKO MJESTO BR. 4;"PROSTORIJE ""DOM KULTURE"" TRIBALJ";TRIBALJ, TRIBALJ 31B;609;278;278;266;12;18;98;10;117;4;19
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VINODOLSKA OPÆINA;005;BIRAÈKO MJESTO BR. 5;"PROSTORIJE ""DOM KULTURE"" DRIVENIK";DRIVENIK, DRIVENIK 6;302;150;150;145;5;4;56;1;68;6;10
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;001;MARINIÆI;"""DOM MARINIÆI""";MARINIÆI 9;1134;354;354;333;21;34;109;10;145;12;23
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;002;MARINIÆI;"""DOM MARINIÆI""";MARINIÆI 9;1135;322;322;309;13;30;107;23;122;9;18
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;003;MARINIÆI;"""DOM MARINIÆI""";MARINIÆI 9;1195;389;389;380;9;44;119;24;143;20;30
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;004;VIŠKOVO;"OŠ ""SVETI MATEJ""";VOZIŠÆE 13;1400;408;408;398;10;39;122;25;157;22;33
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;005;VIŠKOVO;"OŠ ""SVETI MATEJ""";VOZIŠÆE 13;1341;448;448;437;11;52;136;18;189;11;31
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;006;VIŠKOVO;"OŠ ""SVETI MATEJ""";VOZIŠÆE 13;1686;515;514;501;13;70;212;20;135;34;30
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;007;SROKI;"""VATROGASNI DOM""";GORNJI SROKI 53;1412;426;426;420;6;61;115;19;159;20;46
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;008;SROKI;"""VATROGASNI DOM""";GORNJI SROKI 53;1246;335;335;329;6;52;116;7;114;15;25
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;009;MARÈELJI;"""STARA ŠKOLA MARÈELJI""";MARÈELJI 89;1064;345;345;336;9;61;110;26;100;24;15
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;010;MARÈELJI;"""STARA ŠKOLA MARÈELJI""";MARÈELJI 89;1122;391;390;376;14;60;100;16;122;35;43
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VIŠKOVO;011;SARŠONI;"""STARA ŠKOLA SARŠONI""";SARŠONI BB;1519;488;488;469;19;62;124;18;204;20;41
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VRBNIK;001;VRBNIK;ZGRADA OPÆINE,  PRIZEMLJE;VRBNIK, TRG ŠKUJICA 7;857;455;454;431;23;58;195;5;135;12;26
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VRBNIK;002;RISIKA;ZGRADA STARE ŠKOLE;VRBNIK, RISIKA BB;180;80;80;78;2;15;13;1;42;3;4
08;PRIMORSKO-GORANSKA ŽUPANIJA;opæina;VRBNIK;003;GARICA;ZGRADA STARE ŠKOLE;VRBNIK, GARICA BB;161;91;91;83;8;18;12;1;46;1;5
