Rbr.županije;Županija;Oznaka GROP;Grad/opæina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;MIRKO MARTINOVIÆ;DEJAN MIHAJLOVIÆ;DUŠAN PREDOVIÆ
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;001;BIRAÈKO MJESTO BR. 1;OŠ VLADIMIR NAZOR;JOZEFINSKA CESTA 85;9;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;002;BIRAÈKO MJESTO BR. 2;DJEÈJI VRTIÆ;TRG HRVATSKIH MUÈENIKA BB;32;1;1;1;0;1;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;003;BIRAÈKO MJESTO BR. 3;"PROSTORIJE SPORTSKOG DRUŠTVA ""MLADOST"" NA NOGOMETNOM IGRALIŠTU U DONJEM MRZLOM POLJU";DONJE MRZLO POLJE BB;6;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;004;BIRAÈKO MJESTO BR. 4;UDRUŽENJE UMIROVLJENIKA;JOSEFA JERUZALEMA 2;15;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;005;BIRAÈKO MJESTO BR. 5;DOM SPORTOVA;BANA JOSIPA JELAÈIÆA 41;18;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;006;BIRAÈKO MJESTO BR. 6;OŠ IVAN GORAN KOVAÈIÆ;BANA JOSIPA JELAÈIÆA 8;8;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;007;BIRAÈKO MJESTO BR. 7;PEKARA MUS;TRG KRALJA TOMISLAVA 1;29;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;008;BIRAÈKO MJESTO BR. 8;KUÆA GAJSKI IVANA;NIKOLE TESLE 4;4;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;009;BIRAÈKO MJESTO BR. 9;PROSTORIJE MO TREŠNJEVKA;TRG HRVATSKIH MUÈENIKA 17;12;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;010;BIRAÈKO MJESTO BR. 10;VATROGASNI DOM STARA SELA;FRANKOPANSKA BB;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;011;BIRAÈKO MJESTO BR. 11;KUÆA PROTULIPAC VIDE;PETRAKOVO BRDO 22B;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;012;BIRAÈKO MJESTO BR. 12;PROSTORIJE SPORTSKOG DRUŠTVA BRODAC;GORNJE MRZLO POLJE MREŽNIÈKO 101 C;6;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;013;BIRAÈKO MJESTO BR. 13;PROSTORIJE MO VAROŠ;RADIÆEVA ULICA BB;6;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;014;BIRAÈKO MJESTO BR. 14;PROSTORIJE MO BELAJSKA VINICA;BELAJSKA VINICA BB;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;015;BIRAÈKO MJESTO BR. 15;PROSTORIJE BIVŠE EKONOMIJE;MREŽNIÈKI BRIG 51;2;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;016;BIRAÈKO MJESTO BR. 16;MONTAŽNI OBJEKT PORED KUÆE MIJE MIHALIÆA;MIHALIÆ SELO 15;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;017;BIRAÈKO MJESTO BR. 17;PROSTOR MO SVETA JELENA;MREŽNIÈKI NOVAKI BB;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;018;BIRAÈKO MJESTO BR. 18;PROSTORIJE PODRUÈNE ŠKOLE BELAVIÆI;BELAVIÆI;3;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;019;BIRAÈKO MJESTO BR. 19;DRUŠTVENI DOM DVORJANCI;DVORJANCI BB;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;020;BIRAÈKO MJESTO BR. 20;PODRUÈNA ŠKOLA ZVEÈAJ;ZVEÈAJ 78;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;021;BIRAÈKO MJESTO BR. 21;ŠKOLA DONJI ZVEÈAJ;DONJI ZVEÈAJ 8;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;022;BIRAÈKO MJESTO BR. 22;KUÆA MALOVIÆ IVICE;MREŽNIÈKI VENAC 17;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;023;BIRAÈKO MJESTO BR. 23;KUÆA MIJE KAPELIÆA;GRŠÆAKI 1;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;024;BIRAÈKO MJESTO BR. 24;"KLUB ŠPORTSKIH RIBOLOVACA ""MREŽNICA""";SVETI PETAR MREŽNIÈKI 28A;3;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;DUGA RESA;025;BIRAÈKO MJESTO BR. 25;PROSTORIJE MO LIŠNICA;LIŠNICA BB;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;001;BIRAÈKO MJESTO BR. 1;MV TREND D.O.O. (NOVA TRŽNICA);TRG HRVATSKIH BRANITELJA 4;68;3;3;3;0;2;1;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;002;BIRAÈKO MJESTO BR. 2;"GRADSKA KNJIŽNICA ""I.G.KOVAÈIÆ""";LJ. ŠESTIÆA 1;209;6;5;5;0;1;3;1
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;003;BIRAÈKO MJESTO BR. 3;MV TREND D.O.O. (NOVA TRŽNICA);TRG HRVATSKIH BRANITELJA 4;85;7;7;7;0;0;6;1
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;004;BIRAÈKO MJESTO BR. 4;VELEUÈILIŠTE KARLOVAC;MEŠTROVIÆEVA 10;112;4;4;4;0;0;4;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;005;BIRAÈKO MJESTO BR. 5;VELEUÈILIŠTE KARLOVAC;MEŠTROVIÆEVA 10;146;1;1;1;0;0;1;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;006;BIRAÈKO MJESTO BR. 6;OSNOVNA ŠKOLA GRABRIK;BARTOLA KAŠIÆA 15;169;7;7;7;0;4;2;1
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;007;BIRAÈKO MJESTO BR. 7;OSNOVNA ŠKOLA GRABRIK;BARTOLA KAŠIÆA 15;163;6;6;6;0;1;5;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;008;BIRAÈKO MJESTO BR. 8;OSNOVNA ŠKOLA GRABRIK;BARTOLA KAŠIÆA 15;128;2;2;2;0;0;0;2
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;009;BIRAÈKO MJESTO BR. 9;GRADSKA ÈETVRT ZVIJEZDA;BANJAVÈIÆEVA 8 (ÈITAONICA);38;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;010;BIRAÈKO MJESTO BR 10;EKONOMSKA ŠKOLA KARLOVAC;KURELÈEVA 2;50;1;1;1;0;0;0;1
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;011;BIRAÈKO MJESTO BR. 11;PROSTORIJE TVRTKI VODOVOD I KANALIZACIJA D.O.O I ÈISTOÆA D.O.O.;GAŽANSKI TRG 8 (U PRIZEMLJU);35;5;5;5;0;1;4;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;012;BIRAÈKO MJESTO BR. 12;PROSTORIJE G.È. GAZA;GAŽANSKI TRG 11;113;1;1;1;0;0;1;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;013;BIRAÈKO MJESTO BR. 13;PROSTORIJE PRIRODOSLOVNE ŠKOLE KARLOVAC;STJEPANA MIHALIÆA 43;56;4;4;4;0;2;1;1
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;014;BIRAÈKO MJESTO BR. 14;PROSTORIJE MJESNOG ODBORA GRADAC;GRADAC 31;4;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;015;BIRAÈKO MJESTO BR. 15;PROSTORIJE MJESNOG ODBORA ORLOVAC;REÈIÈKA 55;12;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;016;BIRAÈKO MJESTO BR. 16;DRUŠTVENI DOM HUSJE;HUSJE 29 B;2;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;017;BIRAÈKO MJESTO BR. 17;VATROGASNI DOM DVD POKUPSKI KOBILIÆ;KOBILIÆ POKUPSKI 29 A;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;018;BIRAÈKO MJESTO BR. 18;PROSTORIJE MO POKUPSKA DOLINA;DONJE MEKUŠJE 33 A;2;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;019;BIRAÈKO MJESTO BR. 19;PROSTORIJE DRUŠTVENOG DOMA VODOSTAJ;VODOSTAJ 42 C;2;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;020;BIRAÈKO MJESTO BR. 20;DRUŠTVENI DOM ÈURJACI;VODOSTAJ 140 B;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;021;BIRAÈKO MJESTO BR. 21;PROSTORIJE MO REÈICA;POKUPSKA LUKA  9;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;022;BIRAÈKO MJESTO BR. 22;DRUŠTVENI DOM KARASI;KARASI 13 A;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;023;BIRAÈKO MJESTO BR. 23;"PROSTORIJE ""ZUK"" ZAMRŠJE";ZAMRŠJE 30 B;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;024;BIRAÈKO MJESTO BR. 24;PROSTORIJE ZDRAVSTVENE AMB.REÈICA;REÈICA 47 B;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;025;BIRAÈKO MJESTO BR. 25;VATROGASNI DOM DVD DONJA REÈICA;REÈICA 166;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;026;BIRAÈKO MJESTO BR. 26;VATROGASNI DOM DVD KORITINJA;KORITINJA 23 A;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;027;BIRAÈKO MJESTO BR. 27;PROSTORIJE MO ŠIŠLJAVIÆ;ŠIŠLJAVIÆ 67;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;028;BIRAÈKO MJESTO BR. 28;DRUŠTVENI DOM RIBARI;RIBARI 29 A;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;029;BIRAÈKO MJESTO BR. 29;VATROGASNI DOM DVD BROÐANI;BROÐANI 38 A;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;030;BIRAÈKO MJESTO BR. 30;"LOVAÈKI DOM ""LISICA""";BREŽANI 9 A;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;031;BIRAÈKO MJESTO BR. 31;GIMNAZIJA KARLOVAC;RAKOVAC 4;129;4;4;4;0;0;2;2
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;032;BIRAÈKO MJESTO BR. 32;EKONOMSKA ŠKOLA KARLOVAC;KURELÈEVA 2;21;3;3;3;0;1;2;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;033;BIRAÈKO MJESTO BR. 33;PROSTORIJE GRADSKE ÈETVRTI RAKOVAC;DOMOBRANSKA 20 C;117;6;6;6;0;1;3;2
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;034;BIRAÈKO MJESTO BR. 34;GIMNAZIJA KARLOVAC;RAKOVAC 4;60;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;035;BIRAÈKO MJESTO BR. 35;PROSTORIJE MO LOGORIŠTE;LOGORIŠTE 38;14;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;036;BIRAÈKO MJESTO BR. 36;PROSTORIJE MO MALA ŠVARÈA;MALA ŠVARÈA 84;11;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;037;BIRAÈKO MJESTO BR. 37;PROSTORIJE GÈ ŠVARÈA;TRG SV.FRANJE KSAVERSKOG 2;47;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;038;BIRAÈKO MJESTO BR. 38;PROSTORIJE GÈ ŠVARÈA;TRG SV.FRANJE KSAVERSKOG 2;137;5;3;3;0;0;1;2
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;039;BIRAÈKO MJESTO BR. 39;PROSTORIJE GÈ LUŠÈIÆ-JAMADOL;MEDOVIÆEVA 5 C;92;3;3;3;0;0;1;2
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;040;BIRAÈKO MJESTO BR. 40;PROSTORIJE GÈ LUŠÈIÆ-JAMADOL;MEDOVIÆEVA 5 C;157;4;4;4;0;1;3;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;041;BIRAÈKO MJESTO BR. 41;ŠPORTSKA STRELJANA;JAMADOLSKA 2 A;55;2;2;2;0;0;2;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;042;BIRAÈKO MJESTO BR. 42;MO LADVENJAK-DOM SELIŠÆE;LADVENJAK 56 B;3;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;043;BIRAÈKO MJESTO BR. 43;DRUŠTVENI DOM LADVENJAK;LADVENJAK 101 B;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;044;BIRAÈKO MJESTO BR. 44;OSNOVNA ŠKOLA TUŠILOVIÆ;TUŠILOVIÆ 58;187;29;29;28;1;5;23;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;045;BIRAÈKO MJESTO BR. 45;PROSTORIJE GRADSKE ÈETVRTI MOSTANJE;MOSTANJE 94;68;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;046;BIRAÈKO MJESTO BR. 46;PROSTORIJE GRADSKE ÈETVRTI MOSTANJE-KUD-A MOSTANJE;MOSTANJE 94;89;2;2;2;0;0;1;1
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;047;BIRAÈKO MJESTO BR. 47;PRIVATNA KUÆA ŽELJKA STAVLJENIÆA;JELAŠI 74;13;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;048;BIRAÈKO MJESTO BR. 48;DRUŠTVENI DOM TURANJSKI GOLJAKI;TURANJSKI GOLJAKI;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;049;BIRAÈKO MJESTO BR. 49;DRUŠTVENI DOM ZASTINJA;ZASTINJA 11;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;050;BIRAÈKO MJESTO BR. 50;PROSTORIJE GÈ TURANJ;BRAÆE GOJAK 4;95;4;4;4;0;0;4;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;051;BIRAÈKO MJESTO BR. 51;PROSTORIJE GÈ TURANJ,PROSTORIJA SAJEVAC;BRAÆE GOJAK 111;33;1;1;1;0;0;1;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;052;BIRAÈKO MJESTO BR. 52;PROSTORIJE MO KAMENSKO;KAMENSKO 73 B;10;2;2;2;0;0;2;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;053;BIRAÈKO MJESTO BR. 53;PROSTORIJE MO GORNJE MEKUŠJE;MEKUŠANSKA CESTA 63;14;4;4;4;0;1;1;2
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;054;BIRAÈKO MJESTO BR. 54;PROSTORIJE MO CEROVAC VUKMANIÆKI;CEROVAC VUKMANIÆKI 58;87;6;6;6;0;1;4;1
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;055;BIRAÈKO MJESTO BR. 55;PROSTORIJE MO VUKMANIÆ;VUKMANIÆ 88;2;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;056;BIRAÈKO MJESTO BR. 56;PROSTORIJE MO  POPOVIÆ BRDO;POPOVIÆ BRDO 30 B;95;27;27;26;1;5;13;8
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;057;BIRAÈKO MJESTO BR. 57;PROSTORIJE MO POPOVIÆ BRDO;POPOVIÆ BRDO 30 B;65;5;5;5;0;0;5;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;058;BIRAÈKO MJESTO BR. 58;PROSTORIJE MO KABLAR;KABLAR 12;28;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;059;BIRAÈKO MJESTO BR. 59;PRIVATNA KUÆA ANDRIJE KLOBUÈARA;SLUNJSKA SELNICA 51;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;060;BIRAÈKO MJESTO BR. 60;PRIVATNA KUÆA ŽELJKA BABURIÆA;BANSKA SELNICA 53;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;061;BIRAÈKO MJESTO BR. 61;PROSTORIJE OSNOVNE ŠKOLE SKAKAVAC;SKAKAVAC 44;16;1;1;1;0;0;1;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;062;BIRAÈKO MJESTO BR. 62;PRIVATNA KUÆA MATE JOHA;SLUNJSKI MORAVCI  3;12;1;1;1;0;0;0;1
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;063;BIRAÈKO MJESTO BR. 63;PROSTORIJE MO SJENIÈAK-UTINJA;GORNJI SJENIÈAK 260;177;13;13;12;1;0;12;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;064;BIRAÈKO MJESTO BR. 64;TRGOVINA TIBICEN;UTINJA 3 A;91;34;34;34;0;30;1;3
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;065;BIRAÈKO MJESTO BR. 65;STARA ŠKOLA DUBOVAC;DUBOVAC 8;27;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;066;BIRAÈKO MJESTO BR. 66;PROSTORIJE GÈ DUBOVAC;DUBOVAC 11;43;2;2;2;0;1;1;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;067;BIRAÈKO MJESTO BR. 67;OSNOVNA ŠKOLA DUBOVAC;PRIMORSKA 9;114;2;2;2;0;0;0;2
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;068;BIRAÈKO MJESTO BR. 68;PROSTORIJE MJESNOG ODBORA, BORLIN;V.BOGOVIÆA 17;32;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;069;BIRAÈKO MJESTO BR. 69;PROSTORIJE MO ZAGRAD-KALVARIJA-VUÈJAK;KALVARIJA 7 B;5;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;070;BIRAÈKO MJESTO BR. 70;PROSTORIJE MO VELIKA JELSA;DONJA JELSA 186;25;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;071;BIRAÈKO MJESTO BR. 71;PROSTORIJE MO MALA JELSA;MALA JELSA 9 A;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;072;BIRAÈKO MJESTO BR. 72;OSNOVNA ŠKOLA ZADOBARJE;ZADOBARJE;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;073;BIRAÈKO MJESTO BR. 73;PROSTORIJE MO GORNJE STATIVE;GORNJE STATIVE 1 A;4;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;074;BIRAÈKO MJESTO BR. 74;"OSNOVNA ŠKOLA ""BRAÆE SELJAN""";DOMOBRANSKA 2;52;1;1;1;0;0;0;1
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;075;BIRAÈKO MJESTO BR. 75;"OSNOVNA ŠKOLA ""BRAÆA SELJAN""";DOMOBRANSKA 2;82;3;3;3;0;2;1;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;076;BIRAÈKO MJESTO BR. 76;PROSTORIJE GÈ ZVIJEZDA;GUNDULIÆEVA 8;30;2;2;2;0;1;0;1
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;077;BIRAÈKO MJESTO BR. 77;OSNOVNA ŠKOLA BANIJA;DR.GAJE PETROVIÆA 5;35;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;078;BIRAÈKO MJESTO BR. 78;PROSTORIJE GÈ BANIJA;A.STARÈEVIÆA 20;30;4;4;3;1;1;2;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;079;BIRAÈKO MJESTO BR. 79;OSNOVNA ŠKOLA BANIJA;DR.GAJE PETROVIÆA 5;48;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;080;BIRAÈKO MJESTO BR. 80;PROSTORIJE GÈ BANIJA;A.STARÈEVIÆA 20;55;4;4;4;0;1;3;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;081;BIRAÈKO MJESTO BR. 81;OSNOVNA ŠKOLA BANIJA (PREDVORJE LIJEVO);DR.GAJE PETROVIÆA 5;31;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;082;BIRAÈKO MJESTO BR. 82;PRIVATNA KUÆA NIKOLE I MIRE ŠKRGIÆ;BANIJA 99;9;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;083;BIRAÈKO MJESTO BR. 83;ŠERIF EXPORT-IMPORT D.O.O.;ZAGREBAÈKA 19;11;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;084;BIRAÈKO MJESTO BR.84;GRADSKA ÈETVRT DREŽNIK;DUBROVAÈKA 5 B;42;1;1;1;0;0;1;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;085;BIRAÈKO MJESTO BR.85;PROSTORIJE GÈ DREŽNIK;DUBROVAÈKA 5 B;7;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;086;BIRAÈKO MJESTO BR. 86;OSNOVNA ŠKOLA HRNETIÆ;HRNETIÆ 20;4;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;087;BIRAÈKO MJESTO BR.87;PROSTORIJE MO DONJE POKUPJE;DONJE POKUPJE 72;4;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;088;BIRAÈKO MJESTO BR 88;PROSTORIJE MO MAHIÈNO-TUŠKANI;MAHIÈNO 92;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;089;BIRAÈKO MJESTO BR 89;OSNOVNA ŠKOLA MAHIÈNO;MAHIÈNO 1 C;4;1;1;0;1;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;090;BIRAÈKO MJESTO 90;VATROGASNI DOM DVD PRISELCI;PRISELCI 43 A;1;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;091;BIRAÈKO MJESTO BR 91;OSNOVNA ŠKOLA GORŠÆAKI;GORŠÆAKI 10;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;092;BIRAÈKO MJESTO BR.92;VATROGASNI DOM DVD TUŠKANI;TUŠKANI 11;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;KARLOVAC;093;BIRAÈKO MJESTO BR 93;PROSTORIJE MO KNEZ GORICA;KNEZ GORICA 40 A;0;0;0;0;0;0;0;0
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;001;BIRAÈKO MJESTO BR. 1;DOM DONJE DUBRAVE;DONJE DUBRAVE BB;118;62;62;61;1;5;21;35
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;002;BIRAÈKO MJESTO BR. 2;PROSTORIJE MJESNOG ODBORA GORNJE DUBRAVE;GORNJE DUBRAVE BB;56;23;23;23;0;0;9;14
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;003;BIRAÈKO MJESTO BR. 3;PODRUÈNA ŠKOLA TROŠMARIJA;TROŠMARIJA 1;69;31;31;27;4;1;12;14
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;004;BIRAÈKO MJESTO BR. 4;DOM SV. ANTUN;ŽEGAR 1;45;6;6;6;0;0;2;4
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;005;BIRAÈKO MJESTO BR. 5;PODRUÈNA ŠKOLA PONIKVE;PONIKVE 21;52;32;32;30;2;1;21;8
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;006;BIRAÈKO MJESTO BR. 6;PODRUÈNA ŠKOLA HRELJIN OGULINSKI;HRELJIN OGULINSKI 3;130;70;70;65;5;1;32;32
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;007;BIRAÈKO MJESTO BR. 7;DOM SV. PETAR;SV. PETAR BB;23;2;2;2;0;0;0;2
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;008;BIRAÈKO MJESTO BR. 8;PODRUÈNA ŠKOLA TURKOVIÆI, TURKOVIÆI OGULINSKI;TURKOVIÆI 10;71;40;40;39;1;0;26;13
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;009;BIRAÈKO MJESTO BR. 9;PROSTORIJE MJESNOG ODBORA PRAPUÆE-ZAGRAD (BIVŠI ''METIS'');MALA CESTA 6;125;24;24;21;3;2;9;10
04;KARLOVAÈKA ŽUPANIJA;grad;OGULIN;010;BIRAÈKO MJESTO BR. 10;PODRUÈNA ŠKOLA DESMERICE;DESMERICE 54;2;0;0;0;0;0;0;0
